Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,4,10,1.918,10,4.775E-4,2.303,-7.647
10,2,20,2.437,20,5.968E-5,2.996,-9.726
20,2,30,2.132,30,2.653E-5,3.401,-10.537
30,3,40,1.604,40,3.730E-6,3.689,-12.499
40,1,50,1.154,50,1.910E-6,3.912,-13.168
50,1,60,0.893,60,1.105E-6,4.094,-13.715
60,1,70,0.817,70,6.960E-7,4.248,-14.178
70,1,80,0.870,80,4.663E-7,4.382,-14.578
80,1,90,0.980,90,3.275E-7,4.500,-14.932
90,1,100,1.084,100,2.387E-7,4.605,-15.248
100,1,110,1.140,110,1.794E-7,4.700,-15.534
110,1,120,1.132,120,1.382E-7,4.787,-15.795
120,1,130,1.069,130,1.087E-7,4.868,-16.035
130,1,140,0.974,140,8.700E-8,4.942,-16.257
140,1,150,0.882,150,7.074E-8,5.011,-16.464
150,1,160,0.826,160,5.828E-8,5.075,-16.658
160,1,170,0.832,170,4.859E-8,5.136,-16.840
170,1,180,0.914,180,4.093E-8,5.193,-17.011
180,1,190,1.070,190,3.481E-8,5.247,-17.173
190,1,200,1.279,200,2.984E-8,5.298,-17.327
200,1,210,1.509,210,2.578E-8,5.347,-17.474
210,1,220,1.719,220,4.484E-8,5.394,-16.920
220,2,230,1.866,230,3.924E-8,5.438,-17.054
230,2,240,1.917,240,3.454E-8,5.481,-17.181
240,2,250,1.854,250,3.056E-8,5.521,-17.304
250,2,260,1.683,260,2.717E-8,5.561,-17.421
260,2,270,1.437,270,1.213E-8,5.598,-18.228
270,1,280,1.174,280,1.088E-8,5.635,-18.337
280,1,290,0.966,290,9.789E-9,5.670,-18.442
290,1,300,0.878,300,8.842E-9,5.704,-18.544
300,1,310,0.933,310,8.014E-9,5.737,-18.642
310,1,320,1.056,320,7.286E-9,5.768,-18.737
320,1,330,1.002,330,6.643E-9,5.799,-18.830
330,1,NaN,NaN,NaN,NaN,NaN,NaN
