Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,9,10,7.013,10,0.002,2.303,-6.394
10,7,20,1.063,20,2.984E-5,2.996,-10.420
20,1,30,0.670,30,8.842E-6,3.401,-11.636
30,1,40,1.263,40,3.730E-6,3.689,-12.499
40,1,50,1.276,50,1.910E-6,3.912,-13.168
50,1,60,0.874,60,1.105E-6,4.094,-13.715
60,1,70,0.769,70,6.960E-7,4.248,-14.178
70,1,80,1.405,80,9.325E-7,4.382,-13.885
80,2,90,2.632,90,6.550E-7,4.500,-14.239
90,2,100,3.871,100,7.162E-7,4.605,-14.149
100,3,110,4.606,110,8.968E-7,4.700,-13.924
110,5,120,4.930,120,9.671E-7,4.787,-13.849
120,7,130,5.695,130,3.260E-7,4.868,-14.936
130,3,140,7.704,140,7.830E-7,4.942,-14.060
140,9,150,9.230,150,6.366E-7,5.011,-14.267
150,9,160,0.999,160,5.828E-8,5.075,-16.658
160,1,NaN,NaN,NaN,NaN,NaN,NaN
