Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,1,10,2.916,10,7.162E-4,2.303,-7.242
10,3,20,4.395,20,1.194E-4,2.996,-9.033
20,4,30,4.440,30,4.421E-5,3.401,-10.027
30,5,40,3.985,40,1.492E-5,3.689,-11.113
40,4,50,3.482,50,5.730E-6,3.912,-12.070
50,3,60,3.084,60,3.316E-6,4.094,-12.617
60,3,70,2.785,70,2.088E-6,4.248,-13.079
70,3,80,2.523,80,1.399E-6,4.382,-13.480
80,3,90,2.239,90,6.550E-7,4.500,-14.239
90,2,100,1.917,100,4.775E-7,4.605,-14.555
100,2,110,1.590,110,1.794E-7,4.700,-15.534
110,1,120,1.336,120,1.382E-7,4.787,-15.795
120,1,130,1.254,130,2.173E-7,4.868,-15.342
130,2,140,1.436,140,1.740E-7,4.942,-15.564
140,2,150,1.939,150,1.415E-7,5.011,-15.771
150,2,160,2.753,160,1.166E-7,5.075,-15.965
160,2,170,3.787,170,9.718E-8,5.136,-16.147
170,2,180,4.863,180,3.275E-7,5.193,-14.932
180,8,190,5.731,190,1.740E-7,5.247,-15.564
190,5,200,6.111,200,1.194E-7,5.298,-15.941
200,4,210,5.765,210,2.320E-7,5.347,-15.277
210,9,220,4.607,220,4.484E-8,5.394,-16.920
220,2,230,2.851,230,7.849E-8,5.438,-16.360
230,4,240,1.209,240,1.727E-8,5.481,-17.874
240,1,NaN,NaN,NaN,NaN,NaN,NaN
