Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,3,10,1.160,10,2.387E-4,2.303,-8.340
10,1,20,0.721,20,2.984E-5,2.996,-10.420
20,1,30,0.881,30,8.842E-6,3.401,-11.636
30,1,40,1.114,40,3.730E-6,3.689,-12.499
40,1,50,1.216,50,1.910E-6,3.912,-13.168
50,1,60,1.167,60,1.105E-6,4.094,-13.715
60,1,70,1.028,70,6.960E-7,4.248,-14.178
70,1,80,0.883,80,4.663E-7,4.382,-14.578
80,1,90,0.796,90,3.275E-7,4.500,-14.932
90,1,100,0.798,100,2.387E-7,4.605,-15.248
100,1,110,0.882,110,1.794E-7,4.700,-15.534
110,1,120,1.015,120,1.382E-7,4.787,-15.795
120,1,130,1.149,130,1.087E-7,4.868,-16.035
130,1,140,1.234,140,8.700E-8,4.942,-16.257
140,1,150,1.238,150,7.074E-8,5.011,-16.464
150,1,160,1.149,160,5.828E-8,5.075,-16.658
160,1,170,0.989,170,4.859E-8,5.136,-16.840
170,1,180,0.805,180,4.093E-8,5.193,-17.011
180,1,190,0.670,190,3.481E-8,5.247,-17.173
190,1,200,0.665,200,2.984E-8,5.298,-17.327
200,1,210,0.863,210,2.578E-8,5.347,-17.474
210,1,220,1.314,220,2.242E-8,5.394,-17.613
220,1,230,2.021,230,1.962E-8,5.438,-17.747
230,1,240,2.928,240,6.908E-8,5.481,-16.488
240,4,250,3.911,250,6.112E-8,5.521,-16.611
250,4,260,4.782,260,5.433E-8,5.561,-16.728
260,4,270,5.314,270,6.064E-8,5.598,-16.618
270,5,280,5.284,280,6.525E-8,5.635,-16.545
280,6,290,4.552,290,4.894E-8,5.670,-16.833
290,5,300,3.174,300,2.653E-8,5.704,-17.445
300,3,310,1.568,310,8.014E-9,5.737,-18.642
310,1,320,0.725,320,7.286E-9,5.768,-18.737
320,1,NaN,NaN,NaN,NaN,NaN,NaN
