Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,5,10,2.948,10,7.162E-4,2.303,-7.242
10,3,20,2.199,20,5.968E-5,2.996,-9.726
20,2,30,1.863,30,1.768E-5,3.401,-10.943
30,2,40,1.660,40,7.460E-6,3.689,-11.806
40,2,50,1.431,50,1.910E-6,3.912,-13.168
50,1,60,1.142,60,1.105E-6,4.094,-13.715
60,1,70,0.863,70,6.960E-7,4.248,-14.178
70,1,80,0.728,80,4.663E-7,4.382,-14.578
80,1,90,0.873,90,3.275E-7,4.500,-14.932
90,1,100,1.366,100,2.387E-7,4.605,-15.248
100,1,110,2.145,110,3.587E-7,4.700,-14.841
110,2,120,2.977,120,4.145E-7,4.787,-14.696
120,3,130,3.487,130,4.347E-7,4.868,-14.649
130,4,140,3.278,140,2.610E-7,4.942,-15.159
140,3,150,2.197,150,1.415E-7,5.011,-15.771
150,2,160,0.797,160,5.828E-8,5.075,-16.658
160,1,170,1.047,170,4.859E-8,5.136,-16.840
170,1,NaN,NaN,NaN,NaN,NaN,NaN
