Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,2,10,3.073,10,7.162E-4,2.303,-7.242
10,3,20,2.870,20,8.952E-5,2.996,-9.321
20,3,30,2.978,30,2.653E-5,3.401,-10.537
30,3,40,3.014,40,1.119E-5,3.689,-11.400
40,3,50,2.856,50,5.730E-6,3.912,-12.070
50,3,60,2.529,60,2.210E-6,4.094,-13.022
60,2,70,2.119,70,1.392E-6,4.248,-13.485
70,2,80,1.717,80,9.325E-7,4.382,-13.885
80,2,90,1.395,90,6.550E-7,4.500,-14.239
90,2,100,1.186,100,2.387E-7,4.605,-15.248
100,1,110,1.090,110,1.794E-7,4.700,-15.534
110,1,120,1.078,120,1.382E-7,4.787,-15.795
120,1,130,1.106,130,1.087E-7,4.868,-16.035
130,1,140,1.130,140,8.700E-8,4.942,-16.257
140,1,150,1.115,150,7.074E-8,5.011,-16.464
150,1,160,1.047,160,5.828E-8,5.075,-16.658
160,1,170,0.936,170,4.859E-8,5.136,-16.840
170,1,180,0.814,180,4.093E-8,5.193,-17.011
180,1,190,0.732,190,3.481E-8,5.247,-17.173
190,1,200,0.749,200,2.984E-8,5.298,-17.327
200,1,210,0.912,210,2.578E-8,5.347,-17.474
210,1,220,1.250,220,2.242E-8,5.394,-17.613
220,1,230,1.751,230,1.962E-8,5.438,-17.747
230,1,240,2.355,240,3.454E-8,5.481,-17.181
240,2,250,2.953,250,4.584E-8,5.521,-16.898
250,3,260,3.392,260,6.791E-8,5.561,-16.505
260,5,270,3.505,270,3.639E-8,5.598,-17.129
270,3,280,3.157,280,3.263E-8,5.635,-17.238
280,3,290,2.330,290,1.958E-8,5.670,-17.749
290,2,300,1.230,300,8.842E-9,5.704,-18.544
300,1,310,0.451,310,8.014E-9,5.737,-18.642
310,1,320,1.180,320,7.286E-9,5.768,-18.737
320,1,NaN,NaN,NaN,NaN,NaN,NaN
