Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,4,10,1.969,10,4.775E-4,2.303,-7.647
10,2,20,2.133,20,5.968E-5,2.996,-9.726
20,2,30,1.772,30,1.768E-5,3.401,-10.943
30,2,40,1.222,40,3.730E-6,3.689,-12.499
40,1,50,0.866,50,1.910E-6,3.912,-13.168
50,1,60,0.902,60,1.105E-6,4.094,-13.715
60,1,70,1.315,70,6.960E-7,4.248,-14.178
70,1,80,1.953,80,9.325E-7,4.382,-13.885
80,2,90,2.618,90,9.824E-7,4.500,-13.833
90,3,100,3.147,100,7.162E-7,4.605,-14.149
100,3,110,3.440,110,5.381E-7,4.700,-14.435
110,3,120,3.461,120,5.526E-7,4.787,-14.409
120,4,130,3.242,130,3.260E-7,4.868,-14.936
130,3,140,2.960,140,2.610E-7,4.942,-15.159
140,3,NaN,NaN,NaN,NaN,NaN,NaN
