Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,7,10,4.991,10,0.001,2.303,-6.731
10,5,20,3.007,20,8.952E-5,2.996,-9.321
20,3,30,3.163,30,2.653E-5,3.401,-10.537
30,3,40,2.493,40,1.119E-5,3.689,-11.400
40,3,50,1.493,50,1.910E-6,3.912,-13.168
50,1,60,0.968,60,1.105E-6,4.094,-13.715
60,1,70,1.080,70,6.960E-7,4.248,-14.178
70,1,80,1.501,80,9.325E-7,4.382,-13.885
80,2,90,1.879,90,6.550E-7,4.500,-14.239
90,2,100,2.127,100,2.387E-7,4.605,-15.248
100,1,110,2.334,110,5.381E-7,4.700,-14.435
110,3,120,2.413,120,4.145E-7,4.787,-14.696
120,3,130,1.896,130,1.087E-7,4.868,-16.035
130,1,140,0.585,140,8.700E-8,4.942,-16.257
140,1,150,1.069,150,7.074E-8,5.011,-16.464
150,1,NaN,NaN,NaN,NaN,NaN,NaN
