Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,1,10,1.010,10,2.387E-4,2.303,-8.340
10,1,20,0.949,20,2.984E-5,2.996,-10.420
20,1,30,1.098,30,8.842E-6,3.401,-11.636
30,1,40,0.952,40,3.730E-6,3.689,-12.499
40,1,50,0.884,50,1.910E-6,3.912,-13.168
50,1,60,1.237,60,1.105E-6,4.094,-13.715
60,1,70,1.802,70,1.392E-6,4.248,-13.485
70,2,80,2.082,80,9.325E-7,4.382,-13.885
80,2,90,1.989,90,6.550E-7,4.500,-14.239
90,2,100,1.997,100,4.775E-7,4.605,-14.555
100,2,110,1.001,110,1.794E-7,4.700,-15.534
110,1,NaN,NaN,NaN,NaN,NaN,NaN
