Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,6,10,2.866,10,7.162E-4,2.303,-7.242
10,3,20,1.333,20,2.984E-5,2.996,-10.420
20,1,30,0.883,30,8.842E-6,3.401,-11.636
30,1,40,0.853,40,3.730E-6,3.689,-12.499
40,1,50,0.938,50,1.910E-6,3.912,-13.168
50,1,60,1.022,60,1.105E-6,4.094,-13.715
60,1,70,1.074,70,6.960E-7,4.248,-14.178
70,1,80,1.090,80,4.663E-7,4.382,-14.578
80,1,90,1.070,90,3.275E-7,4.500,-14.932
90,1,100,1.018,100,2.387E-7,4.605,-15.248
100,1,110,0.949,110,1.794E-7,4.700,-15.534
110,1,120,0.893,120,1.382E-7,4.787,-15.795
120,1,130,0.898,130,1.087E-7,4.868,-16.035
130,1,140,1.025,140,8.700E-8,4.942,-16.257
140,1,150,1.327,150,1.415E-7,5.011,-15.771
150,2,160,1.833,160,5.828E-8,5.075,-16.658
160,1,170,2.517,170,9.718E-8,5.136,-16.147
170,2,180,3.279,180,1.228E-7,5.193,-15.913
180,3,190,3.938,190,1.740E-7,5.247,-15.564
190,5,200,4.250,200,1.492E-7,5.298,-15.718
200,5,210,3.973,210,7.733E-8,5.347,-16.375
210,3,220,2.985,220,6.726E-8,5.394,-16.515
220,3,230,1.480,230,1.962E-8,5.438,-17.747
230,1,240,0.274,240,1.727E-8,5.481,-17.874
240,1,250,1.230,250,1.528E-8,5.521,-17.997
250,1,NaN,NaN,NaN,NaN,NaN,NaN
