Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,6,10,4.011,10,9.549E-4,2.303,-6.954
10,4,20,0.941,20,2.984E-5,2.996,-10.420
20,1,30,1.110,30,8.842E-6,3.401,-11.636
30,1,40,0.953,40,3.730E-6,3.689,-12.499
40,1,50,0.839,50,1.910E-6,3.912,-13.168
50,1,60,1.336,60,1.105E-6,4.094,-13.715
60,1,70,1.686,70,1.392E-6,4.248,-13.485
70,2,80,1.165,80,4.663E-7,4.382,-14.578
80,1,90,0.953,90,3.275E-7,4.500,-14.932
90,1,100,1.006,100,2.387E-7,4.605,-15.248
100,1,NaN,NaN,NaN,NaN,NaN,NaN
