Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,2,10,2.969,10,7.162E-4,2.303,-7.242
10,3,20,1.960,20,5.968E-5,2.996,-9.726
20,2,30,1.277,30,8.842E-6,3.401,-11.636
30,1,40,0.909,40,3.730E-6,3.689,-12.499
40,1,50,0.800,50,1.910E-6,3.912,-13.168
50,1,60,0.868,60,1.105E-6,4.094,-13.715
60,1,70,1.014,70,6.960E-7,4.248,-14.178
70,1,80,1.148,80,4.663E-7,4.382,-14.578
80,1,90,1.204,90,3.275E-7,4.500,-14.932
90,1,100,1.154,100,2.387E-7,4.605,-15.248
100,1,110,1.012,110,1.794E-7,4.700,-15.534
110,1,120,0.831,120,1.382E-7,4.787,-15.795
120,1,130,0.690,130,1.087E-7,4.868,-16.035
130,1,140,0.681,140,8.700E-8,4.942,-16.257
140,1,150,0.875,150,7.074E-8,5.011,-16.464
150,1,160,1.307,160,5.828E-8,5.075,-16.658
160,1,170,1.950,170,4.859E-8,5.136,-16.840
170,1,180,2.701,180,8.187E-8,5.193,-16.318
180,2,190,3.383,190,1.740E-7,5.247,-15.564
190,5,200,3.774,200,1.194E-7,5.298,-15.941
200,4,210,3.661,210,1.031E-7,5.347,-16.087
210,4,220,2.937,220,4.484E-8,5.394,-16.920
220,2,230,1.761,230,1.962E-8,5.438,-17.747
230,1,240,0.768,240,3.454E-8,5.481,-17.181
240,2,250,1.368,250,1.528E-8,5.521,-17.997
250,1,NaN,NaN,NaN,NaN,NaN,NaN
