Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,1,10,4.463,10,0.001,2.303,-6.731
10,5,20,5.039,20,1.194E-4,2.996,-9.033
20,4,30,4.910,30,3.537E-5,3.401,-10.250
30,4,40,4.392,40,2.611E-5,3.689,-10.553
40,7,50,3.712,50,5.730E-6,3.912,-12.070
50,3,60,3.018,60,2.210E-6,4.094,-13.022
60,2,70,2.397,70,2.784E-6,4.248,-12.792
70,4,80,1.888,80,4.663E-7,4.382,-14.578
80,1,90,1.499,90,3.275E-7,4.500,-14.932
90,1,100,1.218,100,2.387E-7,4.605,-15.248
100,1,110,1.022,110,1.794E-7,4.700,-15.534
110,1,120,0.887,120,1.382E-7,4.787,-15.795
120,1,130,0.796,130,1.087E-7,4.868,-16.035
130,1,140,0.740,140,8.700E-8,4.942,-16.257
140,1,150,0.717,150,7.074E-8,5.011,-16.464
150,1,160,0.739,160,5.828E-8,5.075,-16.658
160,1,170,0.822,170,4.859E-8,5.136,-16.840
170,1,180,0.984,180,4.093E-8,5.193,-17.011
180,1,190,1.241,190,3.481E-8,5.247,-17.173
190,1,200,1.601,200,2.984E-8,5.298,-17.327
200,1,210,2.057,210,2.578E-8,5.347,-17.474
210,1,220,2.585,220,4.484E-8,5.394,-16.920
220,2,230,3.138,230,5.886E-8,5.438,-16.648
230,3,240,3.650,240,1.209E-7,5.481,-15.928
240,7,250,4.040,250,6.112E-8,5.521,-16.611
250,4,260,4.218,260,5.433E-8,5.561,-16.728
260,4,270,4.109,270,3.639E-8,5.598,-17.129
270,3,280,3.669,280,3.263E-8,5.635,-17.238
280,3,290,2.925,290,1.958E-8,5.670,-17.749
290,2,300,2.020,300,3.537E-8,5.704,-17.157
300,4,310,1.270,310,8.014E-9,5.737,-18.642
310,1,320,1.235,320,7.286E-9,5.768,-18.737
320,1,NaN,NaN,NaN,NaN,NaN,NaN
