Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,1,10,0.996,10,2.387E-4,2.303,-8.340
10,1,20,1.010,20,2.984E-5,2.996,-10.420
20,1,30,1.029,30,8.842E-6,3.401,-11.636
30,1,40,0.861,40,3.730E-6,3.689,-12.499
40,1,50,1.163,50,1.910E-6,3.912,-13.168
50,1,60,2.024,60,2.210E-6,4.094,-13.022
60,2,70,2.849,70,2.088E-6,4.248,-13.079
70,3,80,2.955,80,1.399E-6,4.382,-13.480
80,3,90,2.298,90,6.550E-7,4.500,-14.239
90,2,100,1.717,100,4.775E-7,4.605,-14.555
100,2,110,2.117,110,3.587E-7,4.700,-14.841
110,2,120,1.981,120,2.763E-7,4.787,-15.102
120,2,NaN,NaN,NaN,NaN,NaN,NaN
