Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,2,10,1.943,10,4.775E-4,2.303,-7.647
10,2,20,1.091,20,2.984E-5,2.996,-10.420
20,1,30,1.198,30,8.842E-6,3.401,-11.636
30,1,40,1.545,40,7.460E-6,3.689,-11.806
40,2,50,1.974,50,3.820E-6,3.912,-12.475
50,2,60,2.478,60,2.210E-6,4.094,-13.022
60,2,70,3.035,70,2.088E-6,4.248,-13.079
70,3,80,3.570,80,1.865E-6,4.382,-13.192
80,4,90,3.988,90,1.310E-6,4.500,-13.546
90,4,100,4.200,100,9.549E-7,4.605,-13.862
100,4,110,4.144,110,7.175E-7,4.700,-14.148
110,4,120,3.770,120,5.526E-7,4.787,-14.409
120,4,130,3.048,130,3.260E-7,4.868,-14.936
130,3,140,2.020,140,1.740E-7,4.942,-15.564
140,2,150,0.999,150,7.074E-8,5.011,-16.464
150,1,160,0.998,160,5.828E-8,5.075,-16.658
160,1,NaN,NaN,NaN,NaN,NaN,NaN
