Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,2,10,2.936,10,7.162E-4,2.303,-7.242
10,3,20,1.235,20,2.984E-5,2.996,-10.420
20,1,30,1.747,30,1.768E-5,3.401,-10.943
30,2,40,2.024,40,7.460E-6,3.689,-11.806
40,2,50,1.874,50,3.820E-6,3.912,-12.475
50,2,60,1.609,60,1.105E-6,4.094,-13.715
60,1,70,1.504,70,1.392E-6,4.248,-13.485
70,2,80,1.737,80,9.325E-7,4.382,-13.885
80,2,90,2.400,90,6.550E-7,4.500,-14.239
90,2,100,3.366,100,7.162E-7,4.605,-14.149
100,3,110,4.093,110,8.968E-7,4.700,-13.924
110,5,120,3.681,120,4.145E-7,4.787,-14.696
120,3,130,1.759,130,2.173E-7,4.868,-15.342
130,2,140,1.034,140,8.700E-8,4.942,-16.257
140,1,NaN,NaN,NaN,NaN,NaN,NaN
