Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,2,10,2.004,10,4.775E-4,2.303,-7.647
10,2,20,3.904,20,1.194E-4,2.996,-9.033
20,4,30,5.454,30,4.421E-5,3.401,-10.027
30,5,40,5.139,40,2.238E-5,3.689,-10.707
40,6,50,3.626,50,5.730E-6,3.912,-12.070
50,3,60,2.011,60,2.210E-6,4.094,-13.022
60,2,70,1.004,70,6.960E-7,4.248,-14.178
70,1,80,0.739,80,4.663E-7,4.382,-14.578
80,1,90,0.931,90,3.275E-7,4.500,-14.932
90,1,100,1.169,100,2.387E-7,4.605,-15.248
100,1,110,1.180,110,1.794E-7,4.700,-15.534
110,1,120,0.968,120,1.382E-7,4.787,-15.795
120,1,130,0.778,130,1.087E-7,4.868,-16.035
130,1,140,0.901,140,8.700E-8,4.942,-16.257
140,1,150,1.381,150,7.074E-8,5.011,-16.464
150,1,160,1.764,160,1.166E-7,5.075,-15.965
160,2,170,1.047,170,4.859E-8,5.136,-16.840
170,1,NaN,NaN,NaN,NaN,NaN,NaN
