Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,4,10,2.001,10,4.775E-4,2.303,-7.647
10,2,20,3.007,20,8.952E-5,2.996,-9.321
20,3,30,1.945,30,1.768E-5,3.401,-10.943
30,2,40,1.135,40,3.730E-6,3.689,-12.499
40,1,50,0.878,50,1.910E-6,3.912,-13.168
50,1,60,0.951,60,1.105E-6,4.094,-13.715
60,1,70,1.224,70,6.960E-7,4.248,-14.178
70,1,80,1.709,80,9.325E-7,4.382,-13.885
80,2,90,2.323,90,6.550E-7,4.500,-14.239
90,2,100,2.681,100,7.162E-7,4.605,-14.149
100,3,110,2.215,110,3.587E-7,4.700,-14.841
110,2,120,0.919,120,1.382E-7,4.787,-15.795
120,1,130,1.013,130,1.087E-7,4.868,-16.035
130,1,NaN,NaN,NaN,NaN,NaN,NaN
