Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,6,10,2.015,10,4.775E-4,2.303,-7.647
10,2,20,0.955,20,2.984E-5,2.996,-10.420
20,1,30,1.013,30,8.842E-6,3.401,-11.636
30,1,40,1.034,40,3.730E-6,3.689,-12.499
40,1,50,1.014,50,1.910E-6,3.912,-13.168
50,1,60,1.170,60,1.105E-6,4.094,-13.715
60,1,70,1.553,70,1.392E-6,4.248,-13.485
70,2,80,2.009,80,9.325E-7,4.382,-13.885
80,2,90,2.308,90,6.550E-7,4.500,-14.239
90,2,100,2.302,100,4.775E-7,4.605,-14.555
100,2,110,2.032,110,3.587E-7,4.700,-14.841
110,2,120,1.722,120,4.145E-7,4.787,-14.696
120,3,130,1.671,130,1.087E-7,4.868,-16.035
130,1,140,2.062,140,8.700E-8,4.942,-16.257
140,1,150,2.775,150,2.829E-7,5.011,-15.078
150,4,160,3.324,160,1.749E-7,5.075,-15.559
160,3,170,3.078,170,1.458E-7,5.136,-15.741
170,3,180,1.963,180,8.187E-8,5.193,-16.318
180,2,NaN,NaN,NaN,NaN,NaN,NaN
