Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,4,10,1.911,10,4.775E-4,2.303,-7.647
10,2,20,1.236,20,2.984E-5,2.996,-10.420
20,1,30,0.925,30,8.842E-6,3.401,-11.636
30,1,40,0.862,40,3.730E-6,3.689,-12.499
40,1,50,0.934,50,1.910E-6,3.912,-13.168
50,1,60,1.042,60,1.105E-6,4.094,-13.715
60,1,70,1.112,70,6.960E-7,4.248,-14.178
70,1,80,1.104,80,4.663E-7,4.382,-14.578
80,1,90,1.021,90,3.275E-7,4.500,-14.932
90,1,100,0.905,100,2.387E-7,4.605,-15.248
100,1,110,0.828,110,1.794E-7,4.700,-15.534
110,1,120,0.879,120,1.382E-7,4.787,-15.795
120,1,130,1.139,130,1.087E-7,4.868,-16.035
130,1,140,1.659,140,8.700E-8,4.942,-16.257
140,1,150,2.433,150,2.122E-7,5.011,-15.366
150,3,160,3.381,160,2.331E-7,5.075,-15.272
160,4,170,4.340,170,1.944E-7,5.136,-15.454
170,4,180,5.076,180,1.637E-7,5.193,-15.625
180,4,190,5.322,190,1.740E-7,5.247,-15.564
190,5,200,4.851,200,2.387E-7,5.298,-15.248
200,8,210,3.597,210,2.578E-8,5.347,-17.474
210,1,220,1.835,220,4.484E-8,5.394,-16.920
220,2,230,0.430,230,1.962E-8,5.438,-17.747
230,1,240,1.177,240,1.727E-8,5.481,-17.874
240,1,NaN,NaN,NaN,NaN,NaN,NaN
