Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,4,10,3.013,10,7.162E-4,2.303,-7.242
10,3,20,2.916,20,8.952E-5,2.996,-9.321
20,3,30,1.214,30,8.842E-6,3.401,-11.636
30,1,40,0.760,40,3.730E-6,3.689,-12.499
40,1,50,1.039,50,1.910E-6,3.912,-13.168
50,1,60,1.156,60,1.105E-6,4.094,-13.715
60,1,70,0.938,70,6.960E-7,4.248,-14.178
70,1,80,0.831,80,4.663E-7,4.382,-14.578
80,1,90,1.228,90,3.275E-7,4.500,-14.932
90,1,100,1.876,100,4.775E-7,4.605,-14.555
100,2,110,2.032,110,3.587E-7,4.700,-14.841
110,2,120,1.997,120,2.763E-7,4.787,-15.102
120,2,NaN,NaN,NaN,NaN,NaN,NaN
