Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,2,10,3.701,10,9.549E-4,2.303,-6.954
10,4,20,4.942,20,8.952E-5,2.996,-9.321
20,3,30,4.540,30,7.074E-5,3.401,-9.557
30,8,40,3.502,40,7.460E-6,3.689,-11.806
40,2,50,2.403,50,3.820E-6,3.912,-12.475
50,2,60,1.523,60,1.105E-6,4.094,-13.715
60,1,70,0.955,70,6.960E-7,4.248,-14.178
70,1,80,0.683,80,4.663E-7,4.382,-14.578
80,1,90,0.639,90,3.275E-7,4.500,-14.932
90,1,100,0.738,100,2.387E-7,4.605,-15.248
100,1,110,0.907,110,1.794E-7,4.700,-15.534
110,1,120,1.088,120,1.382E-7,4.787,-15.795
120,1,130,1.250,130,1.087E-7,4.868,-16.035
130,1,140,1.380,140,8.700E-8,4.942,-16.257
140,1,150,1.482,150,7.074E-8,5.011,-16.464
150,1,160,1.572,160,1.166E-7,5.075,-15.965
160,2,170,1.664,170,9.718E-8,5.136,-16.147
170,2,180,1.773,180,8.187E-8,5.193,-16.318
180,2,190,1.908,190,6.961E-8,5.247,-16.480
190,2,200,2.070,200,5.968E-8,5.298,-16.634
200,2,210,2.254,210,5.156E-8,5.347,-16.781
210,2,220,2.452,220,4.484E-8,5.394,-16.920
220,2,230,2.654,230,5.886E-8,5.438,-16.648
230,3,240,2.855,240,5.181E-8,5.481,-16.776
240,3,250,3.049,250,4.584E-8,5.521,-16.898
250,3,260,3.228,260,4.075E-8,5.561,-17.016
260,3,270,3.372,270,4.852E-8,5.598,-16.841
270,4,280,3.423,280,3.263E-8,5.635,-17.238
280,3,290,3.258,290,2.937E-8,5.670,-17.343
290,3,300,2.631,300,2.653E-8,5.704,-17.445
300,3,310,1.104,310,8.014E-9,5.737,-18.642
310,1,NaN,NaN,NaN,NaN,NaN,NaN
