Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,2,10,2.004,10,4.775E-4,2.303,-7.647
10,2,20,2.032,20,5.968E-5,2.996,-9.726
20,2,30,1.748,30,1.768E-5,3.401,-10.943
30,2,40,2.572,40,7.460E-6,3.689,-11.806
40,2,50,3.547,50,7.639E-6,3.912,-11.782
50,4,60,3.955,60,4.421E-6,4.094,-12.329
60,4,70,3.899,70,2.784E-6,4.248,-12.792
70,4,80,3.869,80,1.399E-6,4.382,-13.480
80,3,90,4.081,90,1.637E-6,4.500,-13.322
90,5,100,4.136,100,9.549E-7,4.605,-13.862
100,4,110,3.338,110,5.381E-7,4.700,-14.435
110,3,120,1.777,120,2.763E-7,4.787,-15.102
120,2,130,2.044,130,2.173E-7,4.868,-15.342
130,2,NaN,NaN,NaN,NaN,NaN,NaN
