Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,1,10,0.989,10,2.387E-4,2.303,-8.340
10,1,20,1.030,20,2.984E-5,2.996,-10.420
20,1,30,0.998,30,8.842E-6,3.401,-11.636
30,1,40,0.949,40,3.730E-6,3.689,-12.499
40,1,50,0.992,50,1.910E-6,3.912,-13.168
50,1,60,1.215,60,1.105E-6,4.094,-13.715
60,1,70,1.640,70,1.392E-6,4.248,-13.485
70,2,80,2.219,80,9.325E-7,4.382,-13.885
80,2,90,2.848,90,9.824E-7,4.500,-13.833
90,3,100,3.402,100,7.162E-7,4.605,-14.149
100,3,110,3.766,110,7.175E-7,4.700,-14.148
110,4,120,3.876,120,5.526E-7,4.787,-14.409
120,4,130,3.741,130,4.347E-7,4.868,-14.649
130,4,140,3.441,140,2.610E-7,4.942,-15.159
140,3,150,3.108,150,2.122E-7,5.011,-15.366
150,3,160,2.860,160,1.749E-7,5.075,-15.559
160,3,170,2.693,170,1.458E-7,5.136,-15.741
170,3,180,2.315,180,8.187E-8,5.193,-16.318
180,2,190,0.919,190,3.481E-8,5.247,-17.173
190,1,NaN,NaN,NaN,NaN,NaN,NaN
