Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,1,10,0.965,10,2.387E-4,2.303,-8.340
10,1,20,1.034,20,2.984E-5,2.996,-10.420
20,1,30,1.057,30,8.842E-6,3.401,-11.636
30,1,40,1.025,40,3.730E-6,3.689,-12.499
40,1,50,0.963,50,1.910E-6,3.912,-13.168
50,1,60,0.909,60,1.105E-6,4.094,-13.715
60,1,70,0.896,70,6.960E-7,4.248,-14.178
70,1,80,0.946,80,4.663E-7,4.382,-14.578
80,1,90,1.063,90,3.275E-7,4.500,-14.932
90,1,100,1.235,100,2.387E-7,4.605,-15.248
100,1,110,1.439,110,1.794E-7,4.700,-15.534
110,1,120,1.642,120,2.763E-7,4.787,-15.102
120,2,130,1.813,130,2.173E-7,4.868,-15.342
130,2,140,1.922,140,1.740E-7,4.942,-15.564
140,2,150,1.950,150,1.415E-7,5.011,-15.771
150,2,160,1.889,160,1.166E-7,5.075,-15.965
160,2,170,1.745,170,9.718E-8,5.136,-16.147
170,2,180,1.536,180,4.093E-8,5.193,-17.011
180,1,190,1.295,190,3.481E-8,5.247,-17.173
190,1,200,1.060,200,2.984E-8,5.298,-17.327
200,1,210,0.871,210,2.578E-8,5.347,-17.474
210,1,220,0.766,220,2.242E-8,5.394,-17.613
220,1,230,0.771,230,1.962E-8,5.438,-17.747
230,1,240,0.896,240,1.727E-8,5.481,-17.874
240,1,250,1.128,250,1.528E-8,5.521,-17.997
250,1,260,1.431,260,1.358E-8,5.561,-18.114
260,1,270,1.746,270,2.426E-8,5.598,-17.535
270,2,280,1.996,280,2.175E-8,5.635,-17.644
280,2,290,2.104,290,1.958E-8,5.670,-17.749
290,2,300,2.008,300,1.768E-8,5.704,-17.851
300,2,310,1.699,310,1.603E-8,5.737,-17.949
310,2,320,1.262,320,7.286E-9,5.768,-18.737
320,1,330,0.937,330,6.643E-9,5.799,-18.830
330,1,NaN,NaN,NaN,NaN,NaN,NaN
