,,MAD Basal,MAD Apical,NumberofStemsTest,BasalDendriteNumberofBifurcationsTest,BasalDendriteNumberofBranchesTest,BasalDendriteOverallWidthTest,BasalDendriteOverallHeightTest,BasalDendriteOverallDepthTest,BasalDendriteAverageDiameterTest,BasalDendriteTotalLengthTest,BasalDendriteMaxEuclideanDistanceTest,BasalDendriteMaxPathDistanceTest,BasalDendriteMaxBranchOrderTest,BasalDendriteAverageContractionTest,BasalDendritePartitionAsymmetryTest,BasalDendriteAverageRallsRatioTest,BasalDendriteAverageBifurcationAngleLocalTest,BasalDendriteAverageBifurcationAngleRemoteTest,BasalDendriteFractalDimensionTest,ApicalDendriteNumberofBifurcationsTest,ApicalDendriteNumberofBranchesTest,ApicalDendriteOverallWidthTest,ApicalDendriteOverallHeightTest,ApicalDendriteOverallDepthTest,ApicalDendriteAverageDiameterTest,ApicalDendriteTotalLengthTest,ApicalDendriteMaxEuclideanDistanceTest,ApicalDendriteMaxPathDistanceTest,ApicalDendriteMaxBranchOrderTest,ApicalDendriteAverageContractionTest,ApicalDendritePartitionAsymmetryTest,ApicalDendriteAverageRallsRatioTest,ApicalDendriteAverageBifurcationAngleLocalTest,ApicalDendriteAverageBifurcationAngleRemoteTest,ApicalDendriteFractalDimensionTest
,morphology-data/GCs/Denizet-granule/Denizet2017/15c2nd1.CNG.swc,2.522155534,2.299854521,-2.211394124,-0.59727958,-1.398365996,-0.468447256,-0.427606628,-0.815622173,-0.443652367,-1.139909336,-0.4718792,-0.525002454,-0.333016064,-0.467318413,-0.122862979,-0.194041246,-0.298972785,-0.29043506,-0.656718628,1.270958232,1.016518053,-0.594130276,0.579417455,-0.431601946,-0.086954695,0.018288147,0.518911417,0.189161239,0.393704047,0.713401884,0.000224506,0.156091494,-0.610843953,0.517107973,-0.352000143
,morphology-data/GCs/Denizet-granule/Denizet2017/1c4nd1.CNG.swc,2.522155534,2.306798399,-2.211394124,-0.59727958,-1.398365996,-0.468447256,-0.427606628,-0.815622173,-0.443652367,-1.139909336,-0.4718792,-0.525002454,-0.333016064,-0.467318413,-0.122862979,-0.194041246,-0.298972785,-0.29043506,-0.656718628,1.270958232,1.016518053,0.329830917,0.473298517,-0.537100954,-0.086954695,0.370393814,0.420002905,0.173467144,0.393704047,0.655902235,0.000224506,0.156091494,0.015469469,-0.885266719,-0.553750884
,morphology-data/GCs/Denizet-granule/Denizet2017/11c4nD3.CNG.swc,2.522155534,2.322265122,-2.211394124,-0.59727958,-1.398365996,-0.468447256,-0.427606628,-0.815622173,-0.443652367,-1.139909336,-0.4718792,-0.525002454,-0.333016064,-0.467318413,-0.122862979,-0.194041246,-0.298972785,-0.29043506,-0.656718628,1.270958232,1.016518053,-0.160209371,0.522734412,-0.374090982,-0.086954695,0.166940529,0.51456706,0.25352663,0.393704047,0.492381017,0.000224506,0.156091494,-0.869854138,-0.872984612,-0.019208727
,morphology-data/GCs/Denizet-granule/Denizet2017/9c8ns1.CNG.swc,2.522155534,2.331475111,-2.211394124,-0.59727958,-1.398365996,-0.468447256,-0.427606628,-0.815622173,-0.443652367,-1.139909336,-0.4718792,-0.525002454,-0.333016064,-0.467318413,-0.122862979,-0.194041246,-0.298972785,-0.29043506,-0.656718628,0.178374871,0.122849474,1.213802069,-0.824248922,-0.621313437,-0.086954695,-0.034004114,-0.812425724,-0.852705807,-0.226096699,-0.237557448,0.900064576,0.156091494,0.387706419,0.585072378,0.140051102
,morphology-data/GCs/Denizet-granule/Denizet2017/16c1nd4.CNG.swc,2.522155534,2.342081862,-2.211394124,-0.59727958,-1.398365996,-0.468447256,-0.427606628,-0.815622173,-0.443652367,-1.139909336,-0.4718792,-0.525002454,-0.333016064,-0.467318413,-0.122862979,-0.194041246,-0.298972785,-0.29043506,-0.656718628,-0.36791681,-0.323984815,-0.414587341,1.154875437,-0.639799103,-0.086954695,0.161043487,1.143689471,0.708397405,-0.845897444,0.635884013,0.150196351,0.156091494,0.014016656,-0.550692907,-0.12819305
,morphology-data/GCs/Denizet-granule/Denizet2017/8c3nd1.CNG.swc,2.522155534,2.348150247,-2.211394124,-0.59727958,-1.398365996,-0.468447256,-0.427606628,-0.815622173,-0.443652367,-1.139909336,-0.4718792,-0.525002454,-0.333016064,-0.467318413,-0.122862979,-0.194041246,-0.298972785,-0.29043506,-0.656718628,1.270958232,1.016518053,1.441206746,-0.264037064,-0.502930479,-0.086954695,0.050055396,-0.171198625,-0.354498282,-0.226096699,-0.004769429,-0.299723684,0.156091494,0.341445546,-0.02121825,0.134212656
,morphology-data/GCs/Denizet-granule/Denizet2017/15c1ns1.CNG.swc,2.522155534,2.379124098,-2.211394124,-0.59727958,-1.398365996,-0.468447256,-0.427606628,-0.815622173,-0.443652367,-1.139909336,-0.4718792,-0.525002454,-0.333016064,-0.467318413,-0.122862979,-0.194041246,-0.298972785,-0.29043506,-0.656718628,0.724666551,0.569683764,-0.210025882,-0.749706839,-0.570524533,-0.086954695,-0.362630915,-0.80530812,-0.97868161,0.393704047,0.080999512,1.274996438,0.156091494,-0.35905883,0.43759749,-0.038994572
,morphology-data/GCs/Denizet-granule/Denizet2017/17c3nd1.CNG.swc,2.522155534,2.379936417,-2.211394124,-0.59727958,-1.398365996,-0.468447256,-0.427606628,-0.815622173,-0.443652367,-1.139909336,-0.4718792,-0.525002454,-0.333016064,-0.467318413,-0.122862979,-0.194041246,-0.298972785,-0.29043506,-0.656718628,-0.36791681,-0.323984815,-0.873554337,-0.087862372,-0.51207995,-0.086954695,-0.297814105,-0.119625751,-0.434970498,-0.845897444,0.844317309,0.150196351,0.156091494,-0.205021678,-1.55315349,-0.401626933
,morphology-data/GCs/Denizet-granule/Denizet2017/2c4ns1.CNG.swc,2.522155534,2.382249745,-2.211394124,-0.59727958,-1.398365996,-0.468447256,-0.427606628,-0.815622173,-0.443652367,-1.139909336,-0.4718792,-0.525002454,-0.333016064,-0.467318413,-0.122862979,-0.194041246,-0.298972785,-0.29043506,-0.656718628,-0.36791681,-0.323984815,-1.240454267,-0.616620626,0.181786093,-0.086954695,-0.376651053,-0.641210447,-0.885837784,-0.845897444,0.720269963,0.150196351,0.156091494,-0.793747227,0.328223375,-0.344215548
,morphology-data/GCs/Denizet-granule/Denizet2017/17c3ns1.CNG.swc,2.522155534,2.384057317,-2.211394124,-0.59727958,-1.398365996,-0.468447256,-0.427606628,-0.815622173,-0.443652367,-1.139909336,-0.4718792,-0.525002454,-0.333016064,-0.467318413,-0.122862979,-0.194041246,-0.298972785,-0.29043506,-0.656718628,0.724666551,0.569683764,0.331334585,-0.507642269,-0.61813913,-0.086954695,0.080289733,-0.47278032,-0.719579441,-0.226096699,0.691766264,-0.974603737,0.156091494,1.025018316,-0.699633456,-0.53396504
,morphology-data/GCs/Denizet-granule/Denizet2017/6c7nd1-2-2.CNG.swc,2.522155534,2.384290052,-2.211394124,-0.59727958,-1.398365996,-0.468447256,-0.427606628,-0.815622173,-0.443652367,-1.139909336,-0.4718792,-0.525002454,-0.333016064,-0.467318413,-0.122862979,-0.194041246,-0.298972785,-0.29043506,-0.656718628,0.724666551,0.569683764,-0.796892346,-0.527744474,-0.654737016,-0.086954695,-0.280352248,-0.577342448,-0.750276305,0.393704047,-0.220211447,1.274996438,0.156091494,0.301161682,-0.517609941,-0.546290648
,morphology-data/GCs/Denizet-granule/Denizet2017/9c4ns1-3.CNG.swc,2.522155534,2.397139486,-2.211394124,-0.59727958,-1.398365996,-0.468447256,-0.427606628,-0.815622173,-0.443652367,-1.139909336,-0.4718792,-0.525002454,-0.333016064,-0.467318413,-0.122862979,-0.194041246,-0.298972785,-0.29043506,-0.656718628,1.270958232,1.016518053,-0.056293403,-0.230808649,-0.620566541,-0.086954695,0.336120589,-0.230258076,-0.422423478,-0.226096699,0.377498923,-0.299723684,0.156091494,-0.681875771,-1.208524863,-0.266045245
,morphology-data/GCs/Denizet-granule/Denizet2017/6c3nd2.CNG.swc,2.522155534,2.416828432,-2.211394124,-0.59727958,-1.398365996,-0.468447256,-0.427606628,-0.815622173,-0.443652367,-1.139909336,-0.4718792,-0.525002454,-0.333016064,-0.467318413,-0.122862979,-0.194041246,-0.298972785,-0.29043506,-0.656718628,1.270958232,1.016518053,0.185513905,0.693658621,-0.525897519,-0.086954695,0.222911776,0.754589811,0.438904734,0.393704047,0.697391994,0.150196351,0.156091494,0.193599912,-0.91824728,-0.109704638
,morphology-data/GCs/Denizet-granule/Denizet2017/3c8ns1.CNG.swc,2.522155534,2.425978664,-2.211394124,-0.59727958,-1.398365996,-0.468447256,-0.427606628,-0.815622173,-0.443652367,-1.139909336,-0.4718792,-0.525002454,-0.333016064,-0.467318413,-0.122862979,-0.194041246,-0.298972785,-0.29043506,-0.656718628,0.724666551,0.569683764,0.566944276,-1.007202409,-0.411809211,-0.086954695,-0.267134556,-1.096249116,-1.225205804,-0.226096699,0.163674302,-0.599671874,0.156091494,0.412594369,0.339705449,-0.029912545
,morphology-data/GCs/Denizet-granule/Denizet2017/11c1ns1-1.CNG.swc,2.522155534,2.450742121,-2.211394124,-0.59727958,-1.398365996,-0.468447256,-0.427606628,-0.815622173,-0.443652367,-1.139909336,-0.4718792,-0.525002454,-0.333016064,-0.467318413,-0.122862979,-0.194041246,-0.298972785,-0.29043506,-0.656718628,1.270958232,1.016518053,1.288283742,-0.402570963,-0.473054653,-0.086954695,0.120382688,-0.465686521,-0.489801805,-0.226096699,0.279259613,-0.299723684,0.156091494,-0.572485797,0.335506876,-0.38670646
,morphology-data/GCs/Denizet-granule/Denizet2017/16c6nd3.CNG.swc,2.522155534,2.45561912,-2.211394124,-0.59727958,-1.398365996,-0.468447256,-0.427606628,-0.815622173,-0.443652367,-1.139909336,-0.4718792,-0.525002454,-0.333016064,-0.467318413,-0.122862979,-0.194041246,-0.298972785,-0.29043506,-0.656718628,-0.36791681,-0.323984815,0.75323116,1.129855524,-0.536354058,-0.086954695,0.220021906,1.14104715,1.049096483,-0.845897444,0.435701788,0.150196351,0.156091494,0.0978069,0.450698831,-0.185928793
,morphology-data/GCs/Denizet-granule/Denizet2017/15c1nd2.CNG.swc,2.522155534,2.459676614,-2.211394124,-0.59727958,-1.398365996,-0.468447256,-0.427606628,-0.815622173,-0.443652367,-1.139909336,-0.4718792,-0.525002454,-0.333016064,-0.467318413,-0.122862979,-0.194041246,-0.298972785,-0.29043506,-0.656718628,0.178374871,0.122849474,0.197741229,0.507697815,-0.448967269,-0.086954695,0.388663448,0.546584376,0.338982572,-0.226096699,0.433076447,0.900064576,0.156091494,1.272132988,-1.401076812,-0.527153519
,morphology-data/GCs/Denizet-granule/Denizet2017/11c6ns1.CNG.swc,2.522155534,2.465887751,-2.211394124,-0.59727958,-1.398365996,-0.468447256,-0.427606628,-0.815622173,-0.443652367,-1.139909336,-0.4718792,-0.525002454,-0.333016064,-0.467318413,-0.122862979,-0.194041246,-0.298972785,-0.29043506,-0.656718628,1.270958232,1.016518053,-0.126985834,-0.850661568,-0.415356966,-0.086954695,0.015568896,-0.804082178,-0.923643939,-0.226096699,-0.034913966,-0.299723684,0.156091494,-0.058687358,0.909143356,-0.125273827
,morphology-data/GCs/Denizet-granule/Denizet2017/2c4nd3.CNG.swc,2.522155534,2.469008162,-2.211394124,-0.59727958,-1.398365996,-0.468447256,-0.427606628,-0.815622173,-0.443652367,-1.139909336,-0.4718792,-0.525002454,-0.333016064,-0.467318413,-0.122862979,-0.194041246,-0.298972785,-0.29043506,-0.656718628,0.724666551,0.569683764,-0.743181336,0.147176902,-0.402286292,-0.086954695,0.113283311,0.18599084,-0.105260382,0.393704047,0.55958505,1.274996438,0.156091494,-0.769610059,-1.192159387,-0.559264972
,morphology-data/GCs/Denizet-granule/Denizet2017/1c2ns2.CNG.swc,2.522155534,2.473205437,-2.211394124,-0.59727958,-1.398365996,-0.468447256,-0.427606628,-0.815622173,-0.443652367,-1.139909336,-0.4718792,-0.525002454,-0.333016064,-0.467318413,-0.122862979,-0.194041246,-0.298972785,-0.29043506,-0.656718628,-0.36791681,-0.323984815,-1.224467773,-0.581235321,-0.600026911,-0.086954695,-0.544042272,-0.654755319,-0.930361135,-0.845897444,0.692938291,0.150196351,0.156091494,-0.910445141,0.086933415,-0.048076599
,morphology-data/GCs/Denizet-granule/Denizet2017/11c4ns3.CNG.swc,2.522155534,2.47632318,-2.211394124,-0.59727958,-1.398365996,-0.468447256,-0.427606628,-0.815622173,-0.443652367,-1.139909336,-0.4718792,-0.525002454,-0.333016064,-0.467318413,-0.122862979,-0.194041246,-0.298972785,-0.29043506,-0.656718628,-0.36791681,-0.323984815,0.470283504,0.78524629,-0.562682129,-0.086954695,-0.003273913,0.750459696,0.5811215,-0.845897444,0.756180872,0.150196351,0.156091494,-1.418875973,0.500057669,-0.481094669
,morphology-data/GCs/Denizet-granule/Denizet2017/12c1ns1.CNG.swc,2.522155534,2.480789889,-2.211394124,-0.59727958,-1.398365996,-0.468447256,-0.427606628,-0.815622173,-0.443652367,-1.139909336,-0.4718792,-0.525002454,-0.333016064,-0.467318413,-0.122862979,-0.194041246,-0.298972785,-0.29043506,-0.656718628,0.178374871,0.122849474,-1.121348749,0.99193788,-0.214255316,-0.086954695,0.232277196,0.920913223,0.54932058,-0.226096699,0.466783946,0.900064576,0.156091494,-0.204777917,-1.170116877,-0.306914366
,morphology-data/GCs/Denizet-granule/Denizet2017/1c7ns2-3-1.CNG.swc,2.522155534,2.498666379,-2.211394124,-0.59727958,-1.398365996,-0.468447256,-0.427606628,-0.815622173,-0.443652367,-1.139909336,-0.4718792,-0.525002454,-0.333016064,-0.467318413,-0.122862979,-0.194041246,-0.298972785,-0.29043506,-0.656718628,0.178374871,0.122849474,0.18888212,-1.043302568,-0.516748048,-0.086954695,-0.335510386,-1.063065369,-1.033935966,-0.226096699,0.277079643,0.900064576,0.156091494,1.150935254,0.401781612,-0.193713388
,morphology-data/GCs/Denizet-granule/Denizet2017/15c5nd1.CNG.swc,2.522155534,2.516858672,-2.211394124,-0.59727958,-1.398365996,-0.468447256,-0.427606628,-0.815622173,-0.443652367,-1.139909336,-0.4718792,-0.525002454,-0.333016064,-0.467318413,-0.122862979,-0.194041246,-0.298972785,-0.29043506,-0.656718628,-0.36791681,-0.323984815,-0.545509181,-0.938662639,-0.478656371,-0.086954695,-0.459825473,-0.983819536,-1.164173216,-0.845897444,-0.088827212,0.150196351,0.156091494,0.554672629,0.90098942,-0.504448452
,morphology-data/GCs/Denizet-granule/Denizet2017/3c6ns1.CNG.swc,2.522155534,2.517874,-2.211394124,-0.59727958,-1.398365996,-0.468447256,-0.427606628,-0.815622173,-0.443652367,-1.139909336,-0.4718792,-0.525002454,-0.333016064,-0.467318413,-0.122862979,-0.194041246,-0.298972785,-0.29043506,-0.656718628,0.724666551,0.569683764,0.207635362,-0.055459737,-0.510586159,-0.086954695,0.0594768,-0.079550545,-0.196195328,0.393704047,1.083223309,1.274996438,0.156091494,-0.910279384,-0.982601937,-0.59559308
,morphology-data/GCs/Denizet-granule/Denizet2017/1c4ns1.CNG.swc,2.522155534,2.521488828,-2.211394124,-0.59727958,-1.398365996,-0.468447256,-0.427606628,-0.815622173,-0.443652367,-1.139909336,-0.4718792,-0.525002454,-0.333016064,-0.467318413,-0.122862979,-0.194041246,-0.298972785,-0.29043506,-0.656718628,0.178374871,0.122849474,1.922004491,0.32501548,-0.248612515,-0.086954695,0.578744417,0.383998302,0.503187579,-0.226096699,-0.549621378,0.900064576,0.156091494,-0.522144373,-0.075505291,-0.490176695
,morphology-data/GCs/Denizet-granule/Denizet2017/5c7nd2-3-2.CNG.swc,2.522155534,2.524177161,-2.211394124,-0.59727958,-1.398365996,-0.468447256,-0.427606628,-0.815622173,-0.443652367,-1.139909336,-0.4718792,-0.525002454,-0.333016064,-0.467318413,-0.122862979,-0.194041246,-0.298972785,-0.29043506,-0.656718628,0.178374871,0.122849474,-0.049767486,1.324222035,-0.601333978,-0.086954695,0.217228009,1.220316788,0.985587509,-0.226096699,0.398993899,0.900064576,0.156091494,-0.445276928,-0.669667418,-0.009477984
,morphology-data/GCs/Denizet-granule/Denizet2017/11c2nD1-2-1.CNG.swc,2.522155534,2.533405607,-2.211394124,-0.59727958,-1.398365996,-0.468447256,-0.427606628,-0.815622173,-0.443652367,-1.139909336,-0.4718792,-0.525002454,-0.333016064,-0.467318413,-0.122862979,-0.194041246,-0.298972785,-0.29043506,-0.656718628,0.178374871,0.122849474,0.403783801,-0.069115925,-0.620006369,-0.086954695,0.232549122,0.03341464,-0.238314521,-0.845897444,0.187208606,-2.099403824,0.156091494,0.463623197,0.128823144,-0.534289398
,morphology-data/GCs/Denizet-granule/Denizet2017/10c4ns1-1.CNG.swc,2.522155534,2.533905026,-2.211394124,-0.59727958,-1.398365996,-0.468447256,-0.427606628,-0.815622173,-0.443652367,-1.139909336,-0.4718792,-0.525002454,-0.333016064,-0.467318413,-0.122862979,-0.194041246,-0.298972785,-0.29043506,-0.656718628,-0.36791681,-0.323984815,-0.740264221,-0.912767646,-0.584155379,-0.086954695,-0.470462542,-1.0434503,-1.098548995,-0.845897444,-0.72066701,0.150196351,0.156091494,0.743640665,0.252047431,0.187407386
,morphology-data/GCs/Denizet-granule/Denizet2017/15c5nd2-s3-1.CNG.swc,2.522155534,2.53685272,-2.211394124,-0.59727958,-1.398365996,-0.468447256,-0.427606628,-0.815622173,-0.443652367,-1.139909336,-0.4718792,-0.525002454,-0.333016064,-0.467318413,-0.122862979,-0.194041246,-0.298972785,-0.29043506,-0.656718628,0.178374871,0.122849474,1.756350433,-0.651340376,-0.418344548,-0.086954695,0.174034575,-0.557191772,-0.722293147,-0.226096699,0.705713386,0.900064576,0.156091494,-0.440328589,-0.495445826,-0.108082848
,morphology-data/GCs/Denizet-granule/Denizet2017/3c7nd1-s1-1.CNG.swc,2.522155534,2.542945222,-2.211394124,-0.59727958,-1.398365996,-0.468447256,-0.427606628,-0.815622173,-0.443652367,-1.139909336,-0.4718792,-0.525002454,-0.333016064,-0.467318413,-0.122862979,-0.194041246,-0.298972785,-0.29043506,-0.656718628,0.178374871,0.122849474,-0.512776842,-0.810444833,-0.670608548,-0.086954695,-0.402990463,-0.896944298,-1.07437328,-0.226096699,0.551029252,0.900064576,0.156091494,0.219316647,1.281216316,-0.206363354
,morphology-data/GCs/Denizet-granule/Denizet2017/12c6nd2.CNG.swc,2.522155534,2.543966774,-2.211394124,-0.59727958,-1.398365996,-0.468447256,-0.427606628,-0.815622173,-0.443652367,-1.139909336,-0.4718792,-0.525002454,-0.333016064,-0.467318413,-0.122862979,-0.194041246,-0.298972785,-0.29043506,-0.656718628,1.270958232,1.016518053,0.166963657,0.771072448,-0.490046529,-0.086954695,0.53092559,0.814649059,0.463235223,0.393704047,0.45703268,0.150196351,0.156091494,-0.467868654,-0.951355847,-0.508016391
,morphology-data/GCs/Denizet-granule/Denizet2017/4c3nd2.CNG.swc,2.522155534,2.551371425,-2.211394124,-0.59727958,-1.398365996,-0.468447256,-0.427606628,-0.815622173,-0.443652367,-1.139909336,-0.4718792,-0.525002454,-0.333016064,-0.467318413,-0.122862979,-0.194041246,-0.298972785,-0.29043506,-0.656718628,-0.36791681,-0.323984815,-0.589719517,0.705996026,-0.547930941,-0.086954695,0.049146313,0.706861395,0.368317424,-0.845897444,0.50117122,0.150196351,0.156091494,-1.255970813,-1.292144315,-0.465525479
,morphology-data/GCs/Denizet-granule/Denizet2017/9c7nd2.CNG.swc,2.522155534,2.558285783,-2.211394124,-0.59727958,-1.398365996,-0.468447256,-0.427606628,-0.815622173,-0.443652367,-1.139909336,-0.4718792,-0.525002454,-0.333016064,-0.467318413,-0.122862979,-0.194041246,-0.298972785,-0.29043506,-0.656718628,0.178374871,0.122849474,-0.16977771,0.342899171,-0.596852605,-0.086954695,-0.001330448,0.332044553,0.194299739,-0.845897444,0.286455859,-2.099403824,0.156091494,-0.393160928,-0.618714915,-0.269937542
,morphology-data/GCs/Denizet-granule/Denizet2017/3c6nd2.CNG.swc,2.522155534,2.566022506,-2.211394124,-0.59727958,-1.398365996,-0.468447256,-0.427606628,-0.815622173,-0.443652367,-1.139909336,-0.4718792,-0.525002454,-0.333016064,-0.467318413,-0.122862979,-0.194041246,-0.298972785,-0.29043506,-0.656718628,0.724666551,0.569683764,0.551453993,1.144275868,-0.503303926,-0.086954695,0.416802362,1.037389601,0.731149199,-0.226096699,0.255233058,-0.974603737,0.156091494,-0.648885221,-0.74600337,-0.08894572
,morphology-data/GCs/Denizet-granule/Denizet2017/1c1nd1-1.CNG.swc,2.522155534,2.567346551,-2.211394124,-0.59727958,-1.398365996,-0.468447256,-0.427606628,-0.815622173,-0.443652367,-1.139909336,-0.4718792,-0.525002454,-0.333016064,-0.467318413,-0.122862979,-0.194041246,-0.298972785,-0.29043506,-0.656718628,0.178374871,0.122849474,-0.302892399,-1.101131843,-0.595172089,-0.086954695,-0.505511554,-1.194562511,-1.295741523,-0.226096699,0.611904339,0.900064576,0.156091494,-0.321870724,0.1665207,-0.35427065
,morphology-data/GCs/Denizet-granule/Denizet2017/15c3nd4.CNG.swc,2.522155534,2.569319992,-2.211394124,-0.59727958,-1.398365996,-0.468447256,-0.427606628,-0.815622173,-0.443652367,-1.139909336,-0.4718792,-0.525002454,-0.333016064,-0.467318413,-0.122862979,-0.194041246,-0.298972785,-0.29043506,-0.656718628,0.178374871,0.122849474,0.0141008,0.459728604,-0.664073212,-0.086954695,0.1038859,0.466493476,0.166832494,-0.845897444,0.308349325,-2.099403824,0.156091494,0.342201204,-0.22955965,-0.475256223
,morphology-data/GCs/Denizet-granule/Denizet2017/10c8ns2.CNG.swc,2.522155534,2.573427189,-2.211394124,-0.59727958,-1.398365996,-0.468447256,-0.427606628,-0.815622173,-0.443652367,-1.139909336,-0.4718792,-0.525002454,-0.333016064,-0.467318413,-0.122862979,-0.194041246,-0.298972785,-0.29043506,-0.656718628,0.724666551,0.569683764,1.703646881,0.457916817,-0.64297341,-0.086954695,0.3111568,0.516066756,0.203864778,-0.226096699,0.320819693,-0.599671874,0.156091494,-1.083607744,-0.031407471,-0.34908092
,morphology-data/GCs/Denizet-granule/Denizet2017/9c3nd1.CNG.swc,2.522155534,2.575498551,-2.211394124,-0.59727958,-1.398365996,-0.468447256,-0.427606628,-0.815622173,-0.443652367,-1.139909336,-0.4718792,-0.525002454,-0.333016064,-0.467318413,-0.122862979,-0.194041246,-0.298972785,-0.29043506,-0.656718628,0.724666551,0.569683764,-0.569605456,0.120061726,-0.537100954,-0.086954695,-0.092523992,0.034569168,-0.189653542,-0.226096699,0.832761122,-0.974603737,0.156091494,-1.375467098,-1.0664966,-0.59559308
,morphology-data/GCs/Denizet-granule/Denizet2017/14c4nd1-3-1.CNG.swc,2.522155534,2.578686814,-2.211394124,-0.59727958,-1.398365996,-0.468447256,-0.427606628,-0.815622173,-0.443652367,-1.139909336,-0.4718792,-0.525002454,-0.333016064,-0.467318413,-0.122862979,-0.194041246,-0.298972785,-0.29043506,-0.656718628,0.178374871,0.122849474,-0.380085686,1.13996209,-0.552038867,-0.086954695,0.252468967,1.06703835,0.700091195,-0.226096699,0.443015237,0.900064576,0.156091494,-0.480188311,-1.257307677,-0.510611256
,morphology-data/GCs/Denizet-granule/Denizet2017/2c4ns2.CNG.swc,2.522155534,2.579942767,-2.211394124,-0.59727958,-1.398365996,-0.468447256,-0.427606628,-0.815622173,-0.443652367,-1.139909336,-0.4718792,-0.525002454,-0.333016064,-0.467318413,-0.122862979,-0.194041246,-0.298972785,-0.29043506,-0.656718628,-0.36791681,-0.323984815,-1.21657853,-0.128917213,0.147615618,-0.086954695,-0.281117371,-0.16123636,-0.378096174,-0.845897444,0.702572354,0.150196351,0.156091494,-1.756386798,-0.270886156,-0.476878013
,morphology-data/GCs/Denizet-granule/Denizet2017/5c7nd2-3-1.CNG.swc,2.522155534,2.580652123,-2.211394124,-0.59727958,-1.398365996,-0.468447256,-0.427606628,-0.815622173,-0.443652367,-1.139909336,-0.4718792,-0.525002454,-0.333016064,-0.467318413,-0.122862979,-0.194041246,-0.298972785,-0.29043506,-0.656718628,0.178374871,0.122849474,-0.079261927,-0.923958819,-0.563989197,-0.086954695,-0.363742609,-0.910501072,-1.069668147,-0.226096699,0.810539488,0.900064576,0.156091494,-1.287298916,0.28061821,-0.207985144
,morphology-data/GCs/Denizet-granule/Denizet2017/16c2nd2.CNG.swc,2.522155534,2.581026883,-2.211394124,-0.59727958,-1.398365996,-0.468447256,-0.427606628,-0.815622173,-0.443652367,-1.139909336,-0.4718792,-0.525002454,-0.333016064,-0.467318413,-0.122862979,-0.194041246,-0.298972785,-0.29043506,-0.656718628,-0.36791681,-0.323984815,0.200477904,0.800640315,-0.668181138,-0.086954695,0.455932916,0.785333576,0.361497045,-0.845897444,1.005611675,0.150196351,0.156091494,-0.23644241,-1.553095887,-0.298481055
,morphology-data/GCs/Denizet-granule/Denizet2017/13c4nD4.CNG.swc,2.522155534,2.585096618,-2.211394124,-0.59727958,-1.398365996,-0.468447256,-0.427606628,-0.815622173,-0.443652367,-1.139909336,-0.4718792,-0.525002454,-0.333016064,-0.467318413,-0.122862979,-0.194041246,-0.298972785,-0.29043506,-0.656718628,0.724666551,0.569683764,-0.489627877,-0.002449568,-0.591437611,-0.086954695,-0.206359299,-0.024442674,-0.306776266,0.393704047,0.902613936,1.274996438,0.156091494,-0.435541133,1.468430444,-0.364650109
,morphology-data/GCs/Denizet-granule/Denizet2017/1c1nd1-2.CNG.swc,2.522155534,2.616481419,-2.211394124,-0.59727958,-1.398365996,-0.468447256,-0.427606628,-0.815622173,-0.443652367,-1.139909336,-0.4718792,-0.525002454,-0.333016064,-0.467318413,-0.122862979,-0.194041246,-0.298972785,-0.29043506,-0.656718628,1.817249912,1.463352343,-0.640530955,0.170113876,-0.4351497,-0.086954695,0.052937269,0.173195816,-0.133893591,0.393704047,0.552881055,0.300168196,0.156091494,-0.17241627,0.057319392,-0.327348927
,morphology-data/GCs/Denizet-granule/Denizet2017/11c1ns1-2.CNG.swc,2.522155534,2.632649118,-2.211394124,-0.59727958,-1.398365996,-0.468447256,-0.427606628,-0.815622173,-0.443652367,-1.139909336,-0.4718792,-0.525002454,-0.333016064,-0.467318413,-0.122862979,-0.194041246,-0.298972785,-0.29043506,-0.656718628,0.178374871,0.122849474,0.21781018,-0.279763866,-0.418531272,-0.086954695,0.080231083,-0.236197348,-0.425415777,-0.845897444,0.571586607,-2.099403824,0.156091494,-0.053841399,-0.822217716,-0.423358926
,morphology-data/GCs/Denizet-granule/Denizet2017/15c4ns3.CNG.swc,2.522155534,2.634790516,-2.211394124,-0.59727958,-1.398365996,-0.468447256,-0.427606628,-0.815622173,-0.443652367,-1.139909336,-0.4718792,-0.525002454,-0.333016064,-0.467318413,-0.122862979,-0.194041246,-0.298972785,-0.29043506,-0.656718628,0.178374871,0.122849474,-1.039135718,-0.537604538,-0.234048051,-0.086954695,-0.331255559,-0.574438275,-0.745633082,-0.226096699,0.254553282,0.900064576,0.156091494,1.773548391,0.61031502,-0.003963896
,morphology-data/GCs/Denizet-granule/Denizet2017/15c8ns2.CNG.swc,2.522155534,2.672987683,-2.211394124,-0.59727958,-1.398365996,-0.468447256,-0.427606628,-0.815622173,-0.443652367,-1.139909336,-0.4718792,-0.525002454,-0.333016064,-0.467318413,-0.122862979,-0.194041246,-0.298972785,-0.29043506,-0.656718628,-0.36791681,-0.323984815,-1.155339157,-0.654816049,-0.631396528,-0.086954695,-0.498446833,-0.728692706,-0.919382492,-0.845897444,-0.040586577,0.150196351,0.156091494,1.280469598,-0.840349664,-0.010451058
