Name,Z _Tot,MAD,NumberofStemsTest,BasalDendriteNumberofBifurcationsTest,BasalDendriteNumberofBranchesTest,BasalDendriteOverallWidthTest,BasalDendriteOverallHeightTest,BasalDendriteOverallDepthTest,BasalDendriteAverageDiameterTest,BasalDendriteTotalLengthTest,BasalDendriteTotalSurfaceTest,BasalDendriteTotalVolumeTest,BasalDendriteMaxEuclideanDistanceTest,BasalDendriteMaxPathDistanceTest,BasalDendriteMaxBranchOrderTest,BasalDendriteAverageContractionTest,BasalDendritePartitionAsymmetryTest,BasalDendriteAverageRallsRatioTest,BasalDendriteAverageBifurcationAngleLocalTest,BasalDendriteAverageBifurcationAngleRemoteTest,BasalDendriteFractalDimensionTest,ApicalDendriteNumberofBifurcationsTest,ApicalDendriteNumberofBranchesTest,ApicalDendriteOverallWidthTest,ApicalDendriteOverallHeightTest,ApicalDendriteOverallDepthTest,ApicalDendriteAverageDiameterTest,ApicalDendriteTotalLengthTest,ApicalDendriteTotalSurfaceTest,ApicalDendriteTotalVolumeTest,ApicalDendriteMaxEuclideanDistanceTest,ApicalDendriteMaxPathDistanceTest,ApicalDendriteMaxBranchOrderTest,ApicalDendriteAverageContractionTest,ApicalDendritePartitionAsymmetryTest,ApicalDendriteAverageRallsRatioTest,ApicalDendriteAverageBifurcationAngleLocalTest,ApicalDendriteAverageBifurcationAngleRemoteTest,ApicalDendriteFractalDimensionTest
morphology-data/MCs/urban-done/BurtonUrban2014/mitral-cell-17-SDB20130404cell2.CNG.swc,13.30537217,1.317236183,0.854662961,-0.981094173,-1.127185246,-0.306054253,-0.813911032,1.215148413,1.154551097,-0.825971799,-1.183579645,-0.740495992,-0.285932579,0.155317726,-0.411181766,-2.543687518,0.859689905,0.736148728,0.277805461,-0.221926084,0.495787731,1.813445162,1.891523097,0.136005948,2.2038873,-1.686010645,0.03621139,5.840264832,5.81158645,8.293309885,1.822476236,2.035795833,0.247348724,-0.50356086,0.005218846,0.314581235,0.520973545,0.203292867,0.182113823
morphology-data/MCs/urban-done/Burton2017/Burton-et-al--2017-Fig--13J-pair1.CNG-CLEAN.swc,13.39611161,1.322538571,-0.920233256,0.931361411,1.437099974,-0.769476369,0.981887083,-0.917007109,-0.055897975,0.786828187,0.063040197,0.418757774,0.33791747,0.411502438,0.557872146,0.580220896,-0.868966203,0.053599558,0.030678705,0.461398302,2.097130559,5.856103492,5.374429887,0.94208765,-0.33696122,-1.773072446,-0.393118884,8.046574378,3.796643918,3.707548422,1.505647628,0.902459666,1.302235678,0.4466119,0.263042705,-0.607455944,-0.198958763,0.490329719,0.309769219
morphology-data/MCs/imai-done/apical/CD1xOMP-ctrl10-c-4.CNG.swc,10.82077236,1.33622299,-2.103497402,-1.254302114,-1.88697346,-0.536669132,-2.243493344,-1.009917143,5.630814226,-1.662133833,-2.145118495,-1.609313282,-1.995407867,-2.753924869,-1.380235678,2.415465551,-1.629576484,-2.833853476,-3.468032102,-2.374133598,-1.190503235,0.19638183,0.457385007,-0.992030483,1.591673562,0.01732787,-0.209175384,0.46397718,0.457886759,-0.230721778,0.335064588,0.151647261,-0.104280261,0.661633611,0.182468584,2.272800826,-0.30600695,-0.511910167,-0.174513244
morphology-data/MCs/imai-done/apical/CD1xOMP-ctrl10-c-5.CNG.swc,10.07564961,1.336971813,-2.695129474,-1.254302114,-1.88697346,-0.870418536,-2.04156451,-1.539348623,3.094695555,-1.691211134,-2.267399667,-1.869241314,-2.215404717,-2.685331316,-0.895708722,1.373072425,-1.629576484,-2.833853476,-3.468032102,-2.374133598,-0.336328574,-0.150131741,0.098850484,-1.329363213,1.627972452,-1.068383992,-0.337398157,-0.651780843,-1.086803595,-2.6423465,0.27966844,0.042343832,0.247348724,0.57883979,0.026945201,1.580857652,-0.351310807,0.297862559,-0.048023295
morphology-data/MCs/urban-done/Burton2017/Burton-et-al--2017-Fig--13J-pair2.CNG.swc,12.3825402,1.363682404,-0.328601184,0.248341559,0.677311761,-0.586595318,-0.050796366,-0.908702302,-1.528921895,-0.407850861,-1.563991773,-1.460128875,-0.180369535,-0.276816868,1.042399103,0.720789903,0.784255176,-0.015418351,0.767546574,0.81504266,0.577450584,6.549130634,5.93784128,1.935488168,-0.773940262,-1.545687509,-0.437738816,4.784872921,2.743419684,2.812178587,2.046205418,1.329076245,2.708751616,0.421267112,0.723708083,-1.481704004,0.285514154,0.920548712,0.077845081
morphology-data/MCs/urban-done/Burton2017/Burton-et-al--2017-Fig--13J-pair1.CNG.swc,14.339141,1.377943156,-0.920233256,0.931361411,1.437099974,-0.774210162,0.979550047,-0.917007109,-0.270223665,0.967343254,0.212793747,0.548981213,0.33791747,0.610462034,0.557872146,-0.030542368,-0.868966203,-0.391156167,0.458074658,0.484375257,0.405207671,5.856103492,5.374429887,0.824270442,-0.301871802,-1.773482148,-0.408567988,9.241880475,4.308138898,4.048155149,1.515938202,1.174117742,1.302235678,-0.034951763,0.069864749,-1.489326342,0.465372111,0.55421836,0.137593712
morphology-data/MCs/fukunaga-done/done/IF04063.CNG.swc,18.60258347,2.330376025,0.263030889,1.750985233,2.671755821,2.173742137,0.078817333,0.808835704,0.316690632,1.490642667,0.868525984,0.765948488,0.216994952,0.411813574,1.042399103,1.627561699,-0.098299286,0.735177128,0.272196202,0.307056662,-0.249033801,-2.113708644,-1.642602911,-2.213120185,-1.946576552,-2.290731668,5.820059622,-3.969545476,-3.454585108,-3.96990038,-4.242126792,-3.706690236,-2.917312137,-4.936711222,-3.141970349,-5.678731625,-5.887657375,-4.015000817,-8.127374516
morphology-data/MCs/imai-done/lateral/120702_120625injC_OMP-GFP_R-13.CNG.swc,18.39503344,2.341211312,-0.920233256,-0.434678292,-0.462370559,1.065213072,-0.770586832,0.080088844,-2.409752049,-0.41294934,-2.023041329,-1.951372592,0.130426396,-0.50891007,0.07334519,3.111328863,0.029932782,2.88144206,-0.704583213,-0.381515547,-1.493218981,-2.113708644,-1.642602911,-2.271187375,-2.023568989,-2.338462019,-1.117476546,-4.008596513,-3.660654168,-4.749149061,-4.365219869,-3.784445122,-2.917312137,-4.936711222,-3.141970349,-5.678731625,-5.887657375,-4.015000817,-8.127374516
morphology-data/MCs/imai-done/lateral/120702_120625injC_OMP-GFP_R-3.CNG.swc,18.39065421,2.376928037,-1.511865329,-0.571282262,-0.747291139,0.590854702,0.385608982,-0.387056579,-2.41023326,-0.488388586,-2.048228173,-1.957070112,0.1510645,-0.336497567,0.07334519,2.627336084,1.357543183,2.88144206,-0.462584393,0.798235443,-1.380580564,-2.113708644,-1.642602911,-2.271187375,-2.023568989,-2.338462019,-1.117476546,-4.008596513,-3.660654168,-4.749149061,-4.365219869,-3.784445122,-2.917312137,-4.936711222,-3.141970349,-5.678731625,-5.887657375,-4.015000817,-8.127374516
morphology-data/MCs/imai-done/lateral/120702_120625injC_OMP-GFP_R-4.CNG.swc,18.44797295,2.383509657,0.854662961,-0.161470352,0.202444128,1.909837458,0.569761873,-0.854202002,-2.504723647,0.657183854,-1.788946041,-1.915299205,0.464885638,-0.178507421,-0.411181766,2.853499906,-0.38494329,2.88144206,-1.275621563,0.04584927,-1.495565615,-2.113708644,-1.642602911,-2.271187375,-2.023568989,-2.338462019,-1.117476546,-4.008596513,-3.660654168,-4.749149061,-4.365219869,-3.784445122,-2.917312137,-4.936711222,-3.141970349,-5.678731625,-5.887657375,-4.015000817,-8.127374516
morphology-data/MCs/imai-done/lateral/120702_120625injC_OMP-GFP_R-1.CNG.swc,18.47289826,2.402148426,-0.328601184,-0.707886233,-0.747291139,0.897499739,1.090308871,-0.750391908,-2.469065591,-0.710565949,-2.116831216,-1.970456348,0.404386266,-0.21794991,-0.411181766,2.986688628,-0.38494329,2.88144206,-1.542089157,-0.050815413,-1.431267852,-2.113708644,-1.642602911,-2.271187375,-2.023568989,-2.338462019,-1.117476546,-4.008596513,-3.660654168,-4.749149061,-4.365219869,-3.784445122,-2.917312137,-4.936711222,-3.141970349,-5.678731625,-5.887657375,-4.015000817,-8.127374516
morphology-data/MCs/imai-done/lateral/120702_120625injC_OMP-GFP_R-7.CNG.swc,18.51066528,2.41068324,-0.920233256,-0.707886233,-0.842264666,1.808524931,0.814872458,-0.501247682,-2.285828186,-0.423275567,-1.98567468,-1.93638926,0.696683177,0.216032354,0.07334519,2.861622343,0.029932782,2.88144206,-0.022188103,1.915258037,-1.492749654,-2.113708644,-1.642602911,-2.271187375,-2.023568989,-2.338462019,-1.117476546,-4.008596513,-3.660654168,-4.749149061,-4.365219869,-3.784445122,-2.917312137,-4.936711222,-3.141970349,-5.678731625,-5.887657375,-4.015000817,-8.127374516
morphology-data/MCs/imai-done/lateral/120702_120625injC_OMP-GFP_R-5.CNG.swc,18.46678085,2.410984716,-1.511865329,-0.981094173,-1.317132299,0.288568842,-0.181709345,-0.791915946,-2.307004918,-0.698076385,-2.07624195,-1.956264012,0.099540702,-0.455030864,-0.411181766,2.723321022,0.859689905,2.88144206,-0.014889586,1.399067542,-1.472568605,-2.113708644,-1.642602911,-2.271187375,-2.023568989,-2.338462019,-1.117476546,-4.008596513,-3.660654168,-4.749149061,-4.365219869,-3.784445122,-2.917312137,-4.936711222,-3.141970349,-5.678731625,-5.887657375,-4.015000817,-8.127374516
morphology-data/MCs/imai-done/lateral/120702_120625injC_OMP-GFP_R-9.CNG.swc,18.57044199,2.427866772,-0.920233256,0.111737589,0.297417654,2.140154346,1.554933931,0.038564807,-2.424306075,0.574285088,-1.767464926,-1.9071515,1.045086956,0.549536791,0.07334519,3.156765032,-0.467920495,2.88144206,-0.859476526,0.728126273,-1.553292803,-2.113708644,-1.642602911,-2.271187375,-2.023568989,-2.338462019,-1.117476546,-4.008596513,-3.660654168,-4.749149061,-4.365219869,-3.784445122,-2.917312137,-4.936711222,-3.141970349,-5.678731625,-5.887657375,-4.015000817,-8.127374516
morphology-data/MCs/imai-done/lateral/120702_120625injC_OMP-GFP_R-2.CNG.swc,18.55320382,2.433096115,-0.328601184,-0.434678292,-0.367397033,1.533909621,1.401051224,-0.002959231,-2.46387267,0.109654307,-1.892519229,-1.927084709,1.893750366,1.52836152,0.07334519,2.803871955,0.859689905,2.88144206,-0.824881465,-0.530036576,-1.387620465,-2.113708644,-1.642602911,-2.271187375,-2.023568989,-2.338462019,-1.117476546,-4.008596513,-3.660654168,-4.749149061,-4.365219869,-3.784445122,-2.917312137,-4.936711222,-3.141970349,-5.678731625,-5.887657375,-4.015000817,-8.127374516
morphology-data/MCs/imai-done/lateral/120702_120625injC_OMP-GFP_R-8.CNG.swc,18.56524622,2.455200284,-2.103497402,-0.571282262,-0.842264666,0.449739154,-0.574637472,-0.968393106,-2.311301194,-0.678670987,-2.069301277,-1.954646218,0.64997589,0.444458936,0.557872146,3.068119149,0.361836627,2.88144206,-1.343543587,-0.679244951,-1.55235415,-2.113708644,-1.642602911,-2.271187375,-2.023568989,-2.338462019,-1.117476546,-4.008596513,-3.660654168,-4.749149061,-4.365219869,-3.784445122,-2.917312137,-4.936711222,-3.141970349,-5.678731625,-5.887657375,-4.015000817,-8.127374516
morphology-data/MCs/imai-done/lateral/120702_120625injC_OMP-GFP_R-11.CNG.swc,18.55531179,2.462132902,-0.328601184,-1.117698144,-1.317132299,1.435998444,-0.060152857,-0.37667557,-2.389686603,-0.769496919,-2.119179522,-1.969053085,-0.397746128,-1.09125162,-0.895708722,2.713260745,-1.629576484,2.88144206,-0.210149204,-1.226311411,-1.389967099,-2.113708644,-1.642602911,-2.271187375,-2.023568989,-2.338462019,-1.117476546,-4.008596513,-3.660654168,-4.749149061,-4.365219869,-3.784445122,-2.917312137,-4.936711222,-3.141970349,-5.678731625,-5.887657375,-4.015000817,-8.127374516
morphology-data/MCs/imai-done/lateral/120702_120625injC_OMP-GFP_R-12.CNG.swc,18.52848855,2.477232482,-1.511865329,-0.981094173,-1.317132299,-0.101262383,-0.328052328,-0.584295758,-2.389686603,-1.081964132,-2.206001832,-1.985301786,-0.8780918,-1.529383962,-0.411181766,2.272766294,0.859689905,2.88144206,-0.944300378,-1.293753029,-1.320506742,-2.113708644,-1.642602911,-2.271187375,-2.023568989,-2.338462019,-1.117476546,-4.008596513,-3.660654168,-4.749149061,-4.365219869,-3.784445122,-2.917312137,-4.936711222,-3.141970349,-5.678731625,-5.887657375,-4.015000817,-8.127374516
morphology-data/MCs/imai-done/lateral/120702_120625injC_OMP-GFP_R-6.CNG.swc,18.58454409,2.489366373,-1.511865329,-0.981094173,-1.317132299,-0.540317387,0.417576299,-1.176013294,-2.410049776,-1.125550238,-2.221840288,-1.988940423,0.684958715,0.099820611,-0.895708722,2.58780964,-1.629576484,2.88144206,-0.98893842,-0.410542227,-1.457550149,-2.113708644,-1.642602911,-2.271187375,-2.023568989,-2.338462019,-1.117476546,-4.008596513,-3.660654168,-4.749149061,-4.365219869,-3.784445122,-2.917312137,-4.936711222,-3.141970349,-5.678731625,-5.887657375,-4.015000817,-8.127374516
morphology-data/MCs/imai-done/lateral/120702_120625injC_OMP-GFP_R-10.CNG.swc,18.67297883,2.515130914,-1.511865329,-0.981094173,-1.317132299,0.631466556,0.491026009,0.121612882,-2.389686603,-0.944347009,-2.167763115,-1.978145622,0.824075351,0.402824133,-0.895708722,3.022243186,-1.629576484,2.88144206,-1.558861398,-1.064676279,-1.466467357,-2.113708644,-1.642602911,-2.271187375,-2.023568989,-2.338462019,-1.117476546,-4.008596513,-3.660654168,-4.749149061,-4.365219869,-3.784445122,-2.917312137,-4.936711222,-3.141970349,-5.678731625,-5.887657375,-4.015000817,-8.127374516
morphology-data/MCs/imai-done/apical/CD1xOMP-ctrl10-c-2.CNG.swc,51.05420978,3.105267619,-2.695129474,-1.254302114,-1.981946986,-1.400786356,-2.49923967,-1.871540924,-3.428270767,-1.765711667,-2.395989319,-2.020857724,-3.179735838,-4.05796824,-1.380235678,-10.12559053,-1.629576484,-2.833853476,-3.468032102,-2.374133598,-48.7276698,0.427390878,0.662261877,-1.513637653,2.468289532,-0.515285496,-0.02694157,0.202941203,1.3058568,1.913565628,1.245339348,0.279217089,-0.104280261,0.857854397,-1.233489976,2.154716279,0.58881278,0.186034044,-0.11841635
