0	-65
0.124703	-65.0241
0.793854	-65.0603
2.14499	-65.0931
4.77121	-65.1309
12.5824	-65.1786
20.3936	-65.2398
35.6128	-65.3096
50	-65.3636
50.2314	-64.9882
50.4628	-64.8526
50.9244	-64.5606
51.8525	-64.1483
53.1526	-63.6408
54.4527	-63.2067
56.6834	-62.5665
61.1419	-61.4807
65.6003	-60.5366
72.4247	-59.3138
81.1421	-57.9809
91.7524	-56.6567
102.363	-55.5231
112.973	-54.5189
128.915	-53.1465
144.857	-51.6273
160.799	-49.4776
164.784	-47.8947
165.781	-47.1682
166.403	-46.4134
166.559	-46.1247
166.64	-45.934
166.665	-45.864
166.709	-45.7124
166.733	-45.6091
166.756	-45.4713
166.78	-45.2626
166.803	-44.9496
166.821	-44.5913
166.834	-44.2829
166.847	-43.9257
166.859	-43.5213
166.88	-42.7333
166.908	-41.4358
166.942	-39.2877
166.976	-36.248
167.009	-31.6897
167.043	-24.1452
167.077	-10.5902
167.111	9.69788
167.145	25.1614
167.179	29.8737
167.213	30.593
167.247	26.1385
167.281	21.1815
167.314	16.2023
167.348	11.4227
167.382	6.77541
167.416	2.51998
167.45	-1.55955
167.484	-5.4628
167.518	-9.23199
167.552	-12.8666
167.586	-16.3645
167.637	-21.5362
167.688	-26.8692
167.739	-32.8192
167.791	-39.3022
167.842	-45.4029
167.893	-49.9719
167.945	-53.1522
167.996	-55.2648
168.047	-56.7312
168.099	-57.8437
168.15	-58.7388
168.201	-59.4797
168.252	-60.1032
168.304	-60.6347
168.355	-61.0931
168.406	-61.4922
168.458	-61.8422
168.509	-62.1513
168.588	-62.5627
168.667	-62.9094
168.746	-63.2045
168.826	-63.4573
168.905	-63.6747
168.984	-63.8621
169.063	-64.0233
169.142	-64.1614
169.221	-64.2791
169.301	-64.3783
169.38	-64.4608
169.459	-64.5282
169.538	-64.5818
169.617	-64.6228
169.696	-64.652
169.776	-64.6704
169.855	-64.6788
169.934	-64.6778
170.013	-64.6681
170.092	-64.6502
170.171	-64.6248
170.251	-64.5923
170.33	-64.5532
170.409	-64.508
170.488	-64.457
170.567	-64.4008
170.646	-64.3396
170.726	-64.2739
170.805	-64.2039
170.884	-64.1301
170.963	-64.0527
171.042	-63.9719
171.121	-63.8882
171.201	-63.8017
171.28	-63.7127
171.359	-63.6214
171.438	-63.5282
171.517	-63.4333
171.596	-63.3368
171.676	-63.239
171.755	-63.1401
171.834	-63.0404
171.913	-62.94
171.992	-62.8391
172.071	-62.7379
172.151	-62.6365
172.23	-62.5352
172.309	-62.434
172.388	-62.3331
172.467	-62.2327
172.546	-62.1328
172.626	-62.0335
172.705	-61.9351
172.784	-61.8374
172.863	-61.7408
172.942	-61.6451
173.021	-61.5505
173.101	-61.4571
173.18	-61.3648
173.259	-61.2738
173.338	-61.184
173.417	-61.0956
173.496	-61.0085
173.576	-60.9228
173.655	-60.8385
173.734	-60.7556
173.813	-60.674
173.936	-60.5506
174.058	-60.4307
174.181	-60.3141
174.303	-60.201
174.426	-60.0912
174.549	-59.9848
174.671	-59.8817
174.794	-59.7818
174.916	-59.6851
175.039	-59.5914
175.161	-59.5008
175.284	-59.4132
175.407	-59.3284
175.529	-59.2464
175.652	-59.1671
175.774	-59.0905
175.897	-59.0164
176.02	-58.9448
176.142	-58.8756
176.317	-58.7808
176.544	-58.6643
176.772	-58.5548
177.069	-58.4216
177.436	-58.2711
177.804	-58.1347
178.281	-57.9759
179.143	-57.7327
180.281	-57.477
181.989	-57.1859
184.267	-56.8969
186.545	-56.6543
188.823	-56.4364
192.415	-56.1066
196.007	-55.7816
202.008	-55.2285
208.009	-54.6796
218.861	-53.6707
229.712	-52.6151
240.564	-51.4688
251.416	-49.7515
254.129	-48.9711
255.825	-48.2251
256.503	-47.8104
257.359	-47.1494
257.618	-46.879
257.808	-46.6215
257.96	-46.3649
258.006	-46.2704
258.056	-46.1505
258.087	-46.0637
258.137	-45.8692
258.167	-45.6804
258.19	-45.4477
258.214	-45.0804
258.237	-44.547
258.26	-43.8604
258.284	-43.0126
258.307	-41.955
258.33	-40.6378
258.368	-37.8362
258.405	-33.6253
258.442	-26.6493
258.479	-13.5983
258.516	7.39278
258.554	25.1785
258.584	30.7545
258.607	31.1319
258.63	29.4402
258.668	24.2853
258.707	18.9211
258.745	12.8511
258.784	7.76861
258.822	2.83766
258.86	-1.8175
258.899	-6.19764
258.937	-10.4368
258.976	-14.4896
259.014	-18.3912
259.052	-22.2633
259.091	-26.2559
259.129	-30.5737
259.168	-35.2713
259.206	-40.1362
259.244	-44.7204
259.283	-48.5131
259.321	-51.4146
259.36	-53.5354
259.398	-55.0905
259.436	-56.275
259.475	-57.2227
259.513	-58.0118
259.574	-59.0396
259.636	-59.8685
259.697	-60.5433
259.758	-61.1078
259.819	-61.5858
259.88	-61.9948
259.941	-62.3481
260.003	-62.6559
260.064	-62.9258
260.125	-63.1638
260.186	-63.3746
260.247	-63.5619
260.309	-63.7286
260.37	-63.8771
260.467	-64.0811
260.565	-64.2498
260.663	-64.3875
260.742	-64.4792
260.803	-64.5387
260.864	-64.5895
260.925	-64.632
260.985	-64.667
261.046	-64.6947
261.107	-64.7158
261.168	-64.7305
261.229	-64.7392
261.29	-64.7423
261.35	-64.7401
261.411	-64.7328
261.472	-64.7207
261.533	-64.7041
261.594	-64.6832
261.655	-64.6582
261.715	-64.6294
261.776	-64.597
261.837	-64.5612
261.898	-64.5221
261.959	-64.48
262.02	-64.435
262.08	-64.3873
262.141	-64.337
262.202	-64.2844
262.263	-64.2294
262.324	-64.1724
262.385	-64.1134
262.445	-64.0525
262.506	-63.9899
262.567	-63.9257
262.628	-63.86
262.689	-63.7929
262.75	-63.7246
262.81	-63.6551
262.871	-63.5846
262.971	-63.4665
263.072	-63.3463
263.172	-63.2244
263.272	-63.1012
263.372	-62.9772
263.472	-62.8527
263.572	-62.7281
263.673	-62.6036
263.773	-62.4795
263.873	-62.3561
263.973	-62.2337
264.073	-62.1124
264.173	-61.9924
264.274	-61.8739
264.374	-61.7571
264.432	-61.6899
264.49	-61.6233
264.549	-61.5574
264.607	-61.4921
264.665	-61.4275
264.724	-61.3635
264.782	-61.3003
264.84	-61.2378
264.899	-61.176
264.975	-61.0964
265.069	-60.9998
265.163	-60.9051
265.257	-60.8124
265.352	-60.7217
265.446	-60.6329
265.54	-60.5461
265.656	-60.442
265.744	-60.3649
265.832	-60.2894
265.92	-60.2156
266.008	-60.1435
266.096	-60.073
266.184	-60.0041
266.297	-59.9183
266.381	-59.8558
266.465	-59.7946
266.549	-59.7348
266.633	-59.6763
266.718	-59.6192
266.802	-59.5633
266.886	-59.5087
266.97	-59.4553
267.054	-59.4031
267.137	-59.3531
267.218	-59.3051
267.299	-59.2582
267.38	-59.2122
267.461	-59.1673
267.587	-59.0989
267.789	-58.9948
267.991	-58.8961
268.193	-58.8025
268.542	-58.6521
269.037	-58.4602
269.533	-58.2907
270.029	-58.1401
270.871	-57.9196
272.475	-57.5874
274.079	-57.3318
277.053	-56.9502
280.027	-56.6275
283.002	-56.3164
287.066	-55.9057
292.221	-55.3875
297.376	-54.8764
302.531	-54.3576
307.686	-53.8617
312.841	-53.338
317.996	-52.8577
323.151	-52.2044
328.306	-51.6331
333.461	-50.9186
338.616	-49.9134
339.904	-49.517
341.193	-49.2495
342.482	-48.9288
342.804	-48.7222
343.126	-48.5198
343.448	-48.3649
343.771	-48.1787
344.093	-47.9669
344.415	-47.7604
344.737	-47.4779
344.939	-47.3199
345.019	-47.2422
345.184	-47.0686
345.349	-46.8571
345.514	-46.5932
345.576	-46.4558
345.601	-46.3885
345.64	-46.2484
345.68	-46.0015
345.707	-45.7069
345.733	-45.2216
345.76	-44.5322
345.787	-43.6622
345.813	-42.5563
345.84	-41.14
345.866	-39.3435
345.911	-34.9561
345.956	-27.364
346.001	-11.4093
346.035	8.79799
346.06	21.2882
346.084	28.4648
346.109	31.0759
346.133	30.5919
346.158	27.9764
346.201	21.9177
346.244	15.0849
346.287	9.4459
346.33	3.93527
346.374	-1.54955
346.417	-6.36646
346.46	-11.1335
346.503	-15.6389
346.546	-20.0004
346.59	-24.408
346.633	-29.1082
346.676	-34.3115
346.719	-39.7684
346.763	-44.9693
346.806	-49.1036
346.849	-52.1466
346.892	-54.288
346.935	-55.8159
346.979	-56.9728
347.022	-57.9008
347.065	-58.6744
347.108	-59.332
347.178	-60.2128
347.248	-60.9191
347.319	-61.5006
347.389	-61.9855
347.459	-62.3955
347.529	-62.745
347.599	-63.0461
347.669	-63.3073
347.739	-63.535
347.809	-63.734
347.879	-63.9083
347.95	-64.0608
348.02	-64.194
348.09	-64.3098
348.16	-64.4099
348.23	-64.4957
348.3	-64.5684
348.37	-64.6292
348.44	-64.679
348.511	-64.7186
348.581	-64.7488
348.651	-64.7703
348.721	-64.7836
348.791	-64.7892
348.861	-64.7877
348.931	-64.7794
349.001	-64.7649
349.071	-64.7446
349.142	-64.7186
349.212	-64.6875
349.282	-64.6516
349.352	-64.6111
349.422	-64.5664
349.492	-64.5177
349.562	-64.4653
349.632	-64.4095
349.703	-64.3505
349.773	-64.2884
349.843	-64.2236
349.913	-64.1563
349.983	-64.0865
350.053	-64.0146
350.123	-63.9407
350.193	-63.8649
350.263	-63.7875
350.334	-63.7086
350.404	-63.6284
350.512	-63.5028
350.619	-63.375
350.727	-63.2455
350.835	-63.1148
350.943	-62.9833
351.051	-62.8515
351.158	-62.7199
351.266	-62.5886
351.374	-62.4581
351.482	-62.3287
351.59	-62.2006
351.697	-62.0741
351.805	-61.9493
351.913	-61.8265
351.985	-61.7456
352.057	-61.6658
352.129	-61.587
352.201	-61.5091
352.273	-61.4324
352.345	-61.3566
352.417	-61.282
352.488	-61.2085
352.56	-61.1361
352.632	-61.0648
352.73	-60.9697
352.854	-60.8523
352.978	-60.7384
353.101	-60.6277
353.225	-60.5204
353.349	-60.4163
353.473	-60.3154
353.551	-60.2535
353.629	-60.1927
353.707	-60.1332
353.785	-60.0749
353.895	-59.9946
353.979	-59.9349
354.063	-59.8766
354.146	-59.8196
354.23	-59.7639
354.314	-59.7093
354.398	-59.656
354.482	-59.6039
354.566	-59.5529
354.65	-59.5031
354.731	-59.456
354.812	-59.4099
354.893	-59.3647
354.974	-59.3206
355.078	-59.2654
355.242	-59.1811
355.444	-59.0825
355.645	-58.9889
355.847	-58.9001
356.343	-58.6999
356.84	-58.5227
357.336	-58.3649
358.005	-58.1777
359.229	-57.8942
360.834	-57.5977
363.13	-57.2616
366.116	-56.901
369.102	-56.5587
372.088	-56.2355
377.25	-55.6837
382.412	-55.1388
387.574	-54.6019
392.736	-54.0634
397.897	-53.5414
403.059	-52.9802
408.221	-52.4568
413.383	-51.6896
418.544	-51.2609
423.706	-50.3594
426.932	-49.6365
428.223	-49.1773
429.513	-48.6977
430.804	-48.0569
431.126	-48.0327
431.449	-47.7608
431.772	-47.5625
432.094	-47.2991
432.417	-46.9669
432.618	-46.6978
432.699	-46.5721
432.85	-46.2745
432.919	-46.0881
432.972	-45.8406
433	-45.6017
433.028	-45.1964
433.056	-44.5506
433.084	-43.685
433.112	-42.5814
433.14	-41.1311
433.168	-39.2497
433.206	-35.6725
433.254	-28.0509
433.302	-11.0934
433.339	9.86534
433.364	22.5985
433.39	29.1312
433.416	31.2506
433.442	30.026
433.474	25.932
433.514	20.1066
433.553	14.2988
433.593	8.93867
433.633	3.57713
433.672	-1.0952
433.712	-5.68634
433.751	-10.0785
433.791	-14.2719
433.831	-18.3013
433.87	-22.3025
433.91	-26.436
433.949	-30.9217
433.989	-35.8106
434.028	-40.8208
434.068	-45.4861
434.108	-49.2261
434.147	-52.0352
434.187	-54.062
434.226	-55.5429
434.266	-56.6773
434.306	-57.5916
434.355	-58.5357
434.415	-59.4534
434.475	-60.1968
434.534	-60.8146
434.594	-61.3355
434.654	-61.7796
434.714	-62.1621
434.773	-62.4943
434.833	-62.785
434.893	-63.041
434.953	-63.2674
435.012	-63.4686
435.072	-63.6478
435.132	-63.8076
435.191	-63.9504
435.289	-64.151
435.387	-64.3165
435.484	-64.4514
435.582	-64.5597
435.679	-64.6443
435.777	-64.7079
435.874	-64.7526
435.972	-64.7804
436.069	-64.7927
436.167	-64.7908
436.265	-64.7762
436.362	-64.7497
436.46	-64.7125
436.557	-64.6654
436.655	-64.6093
436.752	-64.5451
436.85	-64.4734
436.947	-64.395
437.045	-64.3104
437.143	-64.2203
437.24	-64.1252
437.338	-64.0257
437.435	-63.9222
437.533	-63.8153
437.63	-63.7053
437.728	-63.5928
437.825	-63.478
437.923	-63.3615
438.021	-63.2437
438.118	-63.1248
438.216	-63.0052
438.313	-62.8853
438.411	-62.7654
438.508	-62.6457
438.606	-62.5265
438.703	-62.408
438.801	-62.2905
438.899	-62.1741
438.996	-62.059
439.094	-61.9453
439.191	-61.8331
439.27	-61.7437
439.33	-61.6761
439.391	-61.6092
439.451	-61.543
